t(ticks) ; id_viat ; destin ; t_estacion ;  t_vida  ; observ
5247481  ; 13032   ; O      ; 10         ; ?        ; entrou
5248221  ; 13032   ; O      ; 10         ; 8625     ; saiu
5255898  ; 13031   ; E      ; 80         ; ?        ; entrou
5257582  ; 13031   ; E      ; 80         ; 18149    ; saiu
5266762  ; 13037   ; O      ; 40         ; ?        ; entrou
5267949  ; 13039   ; N      ; 80         ; ?        ; cheio
5266764  ; 13042   ; N      ; 50         ; ?        ; cheio
5267854  ; 13041   ; O      ; 70         ; ?        ; cheio
5268913  ; 13038   ; N      ; 50         ; ?        ; cheio
5271158  ; 13044   ; N      ; 70         ; ?        ; cheio
5266763  ; 13040   ; O      ; 20         ; ?        ; cheio
5272066  ; 13045   ; O      ; 30         ; ?        ; entrou
5272777  ; 13037   ; O      ; 40         ; 23034    ; saiu
5274404  ; 13036   ; S      ; 100        ; ?        ; entrou
5274841  ; 13036   ; S      ; 100        ; 25931    ; saiu
5276751  ; 13045   ; O      ; 30         ; 18452    ; saiu
5278728  ; 13043   ; S      ; 20         ; ?        ; entrou
5279182  ; 13043   ; S      ; 20         ; 23709    ; saiu
5279910  ; 13057   ; N      ; 50         ; ?        ; entrou
5280049  ; 13052   ; N      ; 30         ; ?        ; cheio
5280345  ; 13060   ; E      ; 40         ; ?        ; cheio
5280694  ; 13057   ; N      ; 50         ; 10751    ; saiu
5284059  ; 13062   ; S      ; 70         ; ?        ; entrou
5284584  ; 13062   ; S      ; 70         ; 9669     ; saiu
5314921  ; 13059   ; O      ; 30         ; ?        ; entrou
5315883  ; 13053   ; E      ; 100        ; ?        ; cheio
5316747  ; 13055   ; N      ; 90         ; ?        ; cheio
5315910  ; 13059   ; O      ; 30         ; 43105    ; saiu
5317437  ; 13069   ; N      ; 40         ; ?        ; cheio
5317844  ; 13051   ; E      ; 30         ; ?        ; entrou
5315912  ; 13054   ; N      ; 60         ; ?        ; cheio
5319206  ; 13064   ; N      ; 50         ; ?        ; entrou
5319207  ; 13048   ; O      ; 100        ; ?        ; cheio
5320009  ; 13066   ; S      ; 80         ; ?        ; cheio
5320814  ; 13064   ; N      ; 50         ; 43303    ; saiu
5320057  ; 13051   ; E      ; 30         ; 58516    ; saiu
5322089  ; 13115   ; E      ; 50         ; ?        ; entrou
5322629  ; 13115   ; E      ; 50         ; 1660     ; saiu
5325327  ; 13118   ; E      ; 80         ; ?        ; entrou
5326316  ; 13118   ; E      ; 80         ; 4351     ; saiu
5328935  ; 13120   ; O      ; 40         ; ?        ; entrou
5329805  ; 13120   ; O      ; 40         ; 7052     ; saiu
5333549  ; 13121   ; N      ; 60         ; ?        ; entrou
5334215  ; 13121   ; N      ; 60         ; 10900    ; saiu
5335550  ; 13126   ; N      ; 80         ; ?        ; entrou
5336623  ; 13126   ; N      ; 80         ; 6099     ; saiu
5339977  ; 13125   ; E      ; 70         ; ?        ; entrou
5340627  ; 13125   ; E      ; 70         ; 14201    ; saiu
5341480  ; 13133   ; N      ; 90         ; ?        ; entrou
5342506  ; 13131   ; N      ; 30         ; ?        ; entrou
5342299  ; 13133   ; N      ; 90         ; 4346     ; saiu
5343405  ; 13130   ; N      ; 70         ; ?        ; cheio
5343474  ; 13131   ; N      ; 30         ; 8608     ; saiu
5343991  ; 13128   ; E      ; 60         ; ?        ; entrou
5344843  ; 13128   ; E      ; 60         ; 13437    ; saiu
5346305  ; 13122   ; E      ; 30         ; ?        ; entrou
5346838  ; 13122   ; E      ; 30         ; 22405    ; saiu
5350952  ; 13134   ; S      ; 90         ; ?        ; entrou
5351698  ; 13134   ; S      ; 90         ; 10190    ; saiu
5357003  ; 13116   ; N      ; 90         ; ?        ; entrou
5358099  ; 13135   ; E      ; 40         ; ?        ; entrou
5358158  ; 13116   ; N      ; 90         ; 16627    ; saiu
5363227  ; 13135   ; E      ; 40         ; 20254    ; saiu
5364711  ; 13144   ; O      ; 50         ; ?        ; cheio
5366442  ; 13137   ; E      ; 80         ; ?        ; entrou
5367520  ; 13142   ; O      ; 90         ; ?        ; cheio
5368504  ; 13137   ; E      ; 80         ; 22781    ; saiu
5364712  ; 13138   ; E      ; 30         ; ?        ; cheio
5381269  ; 13147   ; S      ; 30         ; ?        ; entrou
5381279  ; 13146   ; S      ; 100        ; ?        ; cheio
5383620  ; 13147   ; S      ; 30         ; 30814    ; saiu
5385893  ; 13149   ; E      ; 40         ; ?        ; cheio
5386203  ; 13157   ; E      ; 80         ; ?        ; entrou
5386456  ; 13156   ; N      ; 80         ; ?        ; entrou
5386688  ; 13156   ; N      ; 80         ; 21459    ; saiu
5387626  ; 13160   ; E      ; 60         ; ?        ; cheio
5388109  ; 13159   ; O      ; 100        ; ?        ; cheio
5388403  ; 13175   ; N      ; 20         ; ?        ; cheio
5388680  ; 13141   ; O      ; 10         ; ?        ; cheio
5388949  ; 13157   ; E      ; 80         ; 22707    ; saiu
5387627  ; 13161   ; E      ; 10         ; ?        ; cheio
5389288  ; 13139   ; N      ; 90         ; ?        ; entrou
5389572  ; 13139   ; N      ; 90         ; 41082    ; saiu
5391610  ; 13145   ; S      ; 50         ; ?        ; entrou
5392229  ; 13179   ; O      ; 60         ; ?        ; entrou
5392624  ; 13178   ; N      ; 20         ; ?        ; cheio
5391864  ; 13145   ; S      ; 50         ; 30808    ; saiu
5394360  ; 13179   ; O      ; 60         ; 3854     ; saiu
5397572  ; 13182   ; S      ; 70         ; ?        ; entrou
5399079  ; 13186   ; S      ; 90         ; ?        ; entrou
5399097  ; 13182   ; S      ; 70         ; 6085     ; saiu
5402127  ; 13180   ; E      ; 10         ; ?        ; entrou
5400064  ; 13186   ; S      ; 90         ; 7386     ; saiu
5403244  ; 13180   ; E      ; 10         ; 7400     ; saiu
5408227  ; 13190   ; E      ; 80         ; ?        ; entrou
5409086  ; 13190   ; E      ; 80         ; 6926     ; saiu
5413709  ; 13192   ; N      ; 70         ; ?        ; entrou
5413731  ; 13191   ; N      ; 70         ; ?        ; cheio
5414153  ; 13189   ; E      ; 90         ; ?        ; entrou
5414308  ; 13192   ; N      ; 70         ; 9071     ; saiu
5416770  ; 13189   ; E      ; 90         ; 17820    ; saiu
5418981  ; 13193   ; E      ; 20         ; ?        ; entrou
5420654  ; 13198   ; E      ; 50         ; ?        ; entrou
5420809  ; 13200   ; E      ; 30         ; ?        ; cheio
5420143  ; 13193   ; E      ; 20         ; 13371    ; saiu
5421981  ; 13204   ; N      ; 50         ; ?        ; entrou
5422086  ; 13199   ; S      ; 100        ; ?        ; cheio
5422767  ; 13202   ; E      ; 70         ; ?        ; cheio
5422122  ; 13198   ; E      ; 50         ; 11109    ; saiu
5423468  ; 13203   ; S      ; 10         ; ?        ; entrou
5424098  ; 13206   ; O      ; 100        ; ?        ; cheio
5423656  ; 13204   ; N      ; 50         ; 6979     ; saiu
5425699  ; 13203   ; S      ; 10         ; 9559     ; saiu
5429142  ; 13195   ; S      ; 10         ; ?        ; entrou
5429982  ; 13195   ; S      ; 10         ; 22615    ; saiu
5432270  ; 13212   ; S      ; 100        ; ?        ; entrou
5432851  ; 13205   ; E      ; 70         ; ?        ; entrou
5433469  ; 13205   ; E      ; 70         ; 6237     ; saiu
5436532  ; 13217   ; O      ; 10         ; ?        ; entrou
5435740  ; 13212   ; S      ; 100        ; 8359     ; saiu
5439032  ; 13201   ; O      ; 70         ; ?        ; cheio
5439041  ; 13207   ; S      ; 100        ; ?        ; cheio
5439033  ; 13197   ; S      ; 60         ; ?        ; cheio
5439031  ; 13218   ; S      ; 30         ; ?        ; entrou
5440253  ; 13216   ; E      ; 90         ; ?        ; entrou
5439465  ; 13217   ; O      ; 10         ; 7484     ; saiu
5440252  ; 13218   ; S      ; 30         ; 8334     ; saiu
5441826  ; 13214   ; S      ; 20         ; ?        ; entrou
5441923  ; 13220   ; E      ; 30         ; ?        ; cheio
5442892  ; 13211   ; O      ; 50         ; ?        ; cheio
5441825  ; 13216   ; E      ; 90         ; 11401    ; saiu
5442943  ; 13214   ; S      ; 20         ; 14015    ; saiu
5444438  ; 13210   ; N      ; 90         ; ?        ; entrou
5444847  ; 13210   ; N      ; 90         ; 6666     ; saiu
5446390  ; 13208   ; E      ; 100        ; ?        ; entrou
5447313  ; 13208   ; E      ; 100        ; 18408    ; saiu
5455198  ; 13215   ; E      ; 60         ; ?        ; entrou
5456847  ; 13215   ; E      ; 60         ; 26292    ; saiu
5457172  ; 13219   ; N      ; 90         ; ?        ; entrou
5458674  ; 13225   ; N      ; 100        ; ?        ; entrou
5460121  ; 13231   ; E      ; 60         ; ?        ; cheio
5460263  ; 13227   ; N      ; 80         ; ?        ; cheio
5462324  ; 13222   ; N      ; 100        ; ?        ; entrou
5461699  ; 13225   ; N      ; 100        ; 13614    ; saiu
5463995  ; 13230   ; S      ; 10         ; ?        ; entrou
5463870  ; 13222   ; N      ; 100        ; 18874    ; saiu
5462694  ; 13234   ; S      ; 70         ; ?        ; cheio
5458110  ; 13219   ; N      ; 90         ; 30693    ; saiu
5468274  ; 13223   ; O      ; 100        ; ?        ; entrou
5465197  ; 13230   ; S      ; 10         ; 16291    ; saiu
5469852  ; 13226   ; S      ; 50         ; ?        ; cheio
5470231  ; 13229   ; S      ; 80         ; ?        ; cheio
5471068  ; 13221   ; S      ; 20         ; ?        ; cheio
5474491  ; 13228   ; N      ; 40         ; ?        ; cheio
5472993  ; 13223   ; O      ; 100        ; 29220    ; saiu
5477267  ; 13240   ; N      ; 90         ; ?        ; cheio
5477402  ; 13235   ; N      ; 50         ; ?        ; entrou
5479476  ; 13235   ; N      ; 50         ; 24332    ; saiu
5480550  ; 13239   ; E      ; 40         ; ?        ; cheio
5484699  ; 13237   ; S      ; 100        ; ?        ; entrou
5485584  ; 13237   ; S      ; 100        ; 29087    ; saiu
5490251  ; 13242   ; S      ; 50         ; ?        ; entrou
5490395  ; 13241   ; O      ; 80         ; ?        ; entrou
5491572  ; 13241   ; O      ; 80         ; 20362    ; saiu
5491564  ; 13242   ; S      ; 50         ; 20517    ; saiu
5495161  ; 13243   ; O      ; 20         ; ?        ; entrou
5496299  ; 13243   ; O      ; 20         ; 21976    ; saiu
5504013  ; 13247   ; O      ; 50         ; ?        ; entrou
5501676  ; 13249   ; E      ; 80         ; ?        ; cheio
5504019  ; 13244   ; N      ; 100        ; ?        ; entrou
5505682  ; 13246   ; O      ; 90         ; ?        ; cheio
5505686  ; 13247   ; O      ; 50         ; 24292    ; saiu
5505691  ; 13244   ; N      ; 100        ; 27644    ; saiu
5511699  ; 13251   ; E      ; 60         ; ?        ; cheio
5511642  ; 13254   ; E      ; 40         ; ?        ; entrou
5514749  ; 13259   ; O      ; 40         ; ?        ; cheio
5513694  ; 13254   ; E      ; 40         ; 22182    ; saiu
5515105  ; 13248   ; N      ; 10         ; ?        ; cheio
5517482  ; 13253   ; N      ; 30         ; ?        ; entrou
5518265  ; 13260   ; O      ; 30         ; ?        ; cheio
5518265  ; 13262   ; E      ; 90         ; ?        ; entrou
5518264  ; 13253   ; N      ; 30         ; 27592    ; saiu
5519792  ; 13257   ; N      ; 20         ; ?        ; cheio
5519174  ; 13262   ; E      ; 90         ; 11884    ; saiu
5519621  ; 13265   ; S      ; 20         ; ?        ; entrou
5521109  ; 13261   ; N      ; 100        ; ?        ; entrou
5523056  ; 13245   ; E      ; 10         ; ?        ; cheio
5523109  ; 13258   ; O      ; 10         ; ?        ; entrou
5521109  ; 13265   ; S      ; 20         ; 8207     ; saiu
5525043  ; 13261   ; N      ; 100        ; 22084    ; saiu
5531286  ; 13266   ; N      ; 100        ; ?        ; cheio
5531648  ; 13263   ; S      ; 10         ; ?        ; cheio
5530116  ; 13264   ; N      ; 70         ; ?        ; entrou
5527772  ; 13258   ; O      ; 10         ; 14934    ; saiu
5530342  ; 13267   ; N      ; 50         ; ?        ; cheio
5534025  ; 13264   ; N      ; 70         ; 23054    ; saiu
5537691  ; 13270   ; E      ; 10         ; ?        ; cheio
5538550  ; 13268   ; N      ; 40         ; ?        ; entrou
5538802  ; 13271   ; S      ; 50         ; ?        ; cheio
5540710  ; 13272   ; O      ; 100        ; ?        ; entrou
5539593  ; 13268   ; N      ; 40         ; 14498    ; saiu
5543045  ; 13274   ; O      ; 30         ; ?        ; entrou
5543088  ; 13273   ; E      ; 60         ; ?        ; cheio
5544206  ; 13276   ; E      ; 20         ; ?        ; entrou
5545291  ; 13272   ; O      ; 100        ; 12459    ; saiu
5547390  ; 13277   ; E      ; 20         ; ?        ; entrou
5545953  ; 13276   ; E      ; 20         ; 6865     ; saiu
5548647  ; 13277   ; E      ; 20         ; 6727     ; saiu
5544127  ; 13274   ; O      ; 30         ; 9719     ; saiu
5552386  ; 13275   ; O      ; 10         ; ?        ; entrou
5552991  ; 13269   ; O      ; 40         ; ?        ; cheio
5553842  ; 13282   ; O      ; 100        ; ?        ; cheio
5555584  ; 13279   ; S      ; 20         ; ?        ; cheio
5557256  ; 13283   ; E      ; 10         ; ?        ; cheio
5555599  ; 13275   ; O      ; 10         ; 19017    ; saiu
5558543  ; 13278   ; S      ; 90         ; ?        ; entrou
5561763  ; 13286   ; E      ; 90         ; ?        ; entrou
5561839  ; 13278   ; S      ; 90         ; 18033    ; saiu
5563335  ; 13286   ; E      ; 90         ; 12307    ; saiu
5569470  ; 13287   ; O      ; 80         ; ?        ; entrou
5570936  ; 13280   ; N      ; 90         ; ?        ; cheio
5571067  ; 13287   ; O      ; 80         ; 12705    ; saiu
5575762  ; 13294   ; E      ; 50         ; ?        ; entrou
5575822  ; 13289   ; E      ; 40         ; ?        ; cheio
5577430  ; 13291   ; O      ; 20         ; ?        ; entrou
5578476  ; 13291   ; O      ; 20         ; 12446    ; saiu
5580592  ; 13294   ; E      ; 50         ; 10350    ; saiu
5582473  ; 13295   ; E      ; 80         ; ?        ; entrou
5584436  ; 13293   ; N      ; 80         ; ?        ; entrou
5583251  ; 13295   ; E      ; 80         ; 12310    ; saiu
5585065  ; 13293   ; N      ; 80         ; 16101    ; saiu
5586497  ; 13297   ; S      ; 10         ; ?        ; entrou
5589221  ; 13296   ; E      ; 100        ; ?        ; entrou
5586937  ; 13297   ; S      ; 10         ; 14969    ; saiu
5590997  ; 13298   ; N      ; 70         ; ?        ; cheio
5590620  ; 13296   ; E      ; 100        ; 18251    ; saiu
5593268  ; 13299   ; E      ; 90         ; ?        ; entrou
5594666  ; 13299   ; E      ; 90         ; 17037    ; saiu
5596947  ; 13305   ; E      ; 40         ; ?        ; entrou
5599987  ; 13305   ; E      ; 40         ; 12258    ; saiu
5604194  ; 13307   ; O      ; 70         ; ?        ; entrou
5605270  ; 13307   ; O      ; 70         ; 13262    ; saiu
5607339  ; 13308   ; O      ; 60         ; ?        ; entrou
5607236  ; 13312   ; O      ; 50         ; ?        ; cheio
5607155  ; 13310   ; N      ; 90         ; ?        ; entrou
5610335  ; 13309   ; O      ; 90         ; ?        ; entrou
5609198  ; 13310   ; N      ; 90         ; 12778    ; saiu
5610609  ; 13313   ; O      ; 90         ; ?        ; cheio
5612132  ; 13308   ; O      ; 60         ; 19632    ; saiu
5615109  ; 13309   ; O      ; 90         ; 21224    ; saiu
5647865  ; 13311   ; O      ; 50         ; ?        ; entrou
5649957  ; 13311   ; O      ; 50         ; 50875    ; saiu
5650870  ; 13300   ; S      ; 40         ; ?        ; cheio
5654300  ; 13306   ; N      ; 30         ; ?        ; cheio
5655104  ; 13288   ; N      ; 60         ; ?        ; entrou
5656093  ; 13288   ; N      ; 60         ; 92283    ; saiu
5658265  ; 13290   ; E      ; 90         ; ?        ; entrou
5661068  ; 13318   ; O      ; 30         ; ?        ; entrou
5661426  ; 13320   ; S      ; 80         ; ?        ; entrou
5661074  ; 13330   ; N      ; 40         ; ?        ; cheio
5663430  ; 13324   ; N      ; 60         ; ?        ; cheio
5664373  ; 13351   ; S      ; 30         ; ?        ; entrou
5666000  ; 13351   ; S      ; 30         ; 27375    ; saiu
5668566  ; 13323   ; O      ; 10         ; ?        ; entrou
5666943  ; 13318   ; O      ; 30         ; 53455    ; saiu
5668351  ; 13320   ; S      ; 80         ; 51425    ; saiu
5671171  ; 13316   ; O      ; 40         ; ?        ; cheio
5669898  ; 13323   ; O      ; 10         ; 52573    ; saiu
5661120  ; 13290   ; E      ; 90         ; 106998   ; saiu
5674716  ; 13329   ; O      ; 40         ; ?        ; entrou
5675875  ; 13329   ; O      ; 40         ; 51852    ; saiu
5652166  ; 13302   ; S      ; 80         ; ?        ; cheio
5678041  ; 13328   ; N      ; 30         ; ?        ; entrou
5678362  ; 13326   ; N      ; 50         ; ?        ; cheio
5679075  ; 13328   ; N      ; 30         ; 56353    ; saiu
5682257  ; 13315   ; S      ; 80         ; ?        ; cheio
5682240  ; 13381   ; S      ; 50         ; ?        ; entrou
5683853  ; 13321   ; S      ; 10         ; ?        ; cheio
5683546  ; 13381   ; S      ; 50         ; 11979    ; saiu
5687475  ; 13382   ; S      ; 50         ; ?        ; cheio
5687471  ; 13378   ; S      ; 50         ; ?        ; entrou
5687668  ; 13314   ; N      ; 80         ; ?        ; cheio
5688641  ; 13327   ; S      ; 80         ; ?        ; cheio
5691452  ; 13378   ; S      ; 50         ; 26553    ; saiu
5699418  ; 13387   ; N      ; 70         ; ?        ; entrou
5700784  ; 13322   ; E      ; 20         ; ?        ; cheio
5701952  ; 13325   ; E      ; 20         ; ?        ; cheio
5701525  ; 13387   ; N      ; 70         ; 15309    ; saiu
5702836  ; 13386   ; N      ; 50         ; ?        ; entrou
5702836  ; 13383   ; N      ; 80         ; ?        ; cheio
5704836  ; 13319   ; E      ; 80         ; ?        ; cheio
5707489  ; 13391   ; S      ; 90         ; ?        ; cheio
5707973  ; 13317   ; E      ; 80         ; ?        ; cheio
5709469  ; 13394   ; S      ; 30         ; ?        ; cheio
5709596  ; 13379   ; E      ; 70         ; ?        ; cheio
5710059  ; 13303   ; E      ; 40         ; ?        ; cheio
5710891  ; 13388   ; N      ; 30         ; ?        ; cheio
5710892  ; 13392   ; E      ; 10         ; ?        ; cheio
5712032  ; 13385   ; E      ; 80         ; ?        ; cheio
5712306  ; 13331   ; E      ; 80         ; ?        ; cheio
5712899  ; 13386   ; N      ; 50         ; 27173    ; saiu
5713697  ; 13332   ; E      ; 50         ; ?        ; entrou
5713918  ; 13332   ; E      ; 50         ; 86775    ; saiu
5715540  ; 13380   ; E      ; 90         ; ?        ; entrou
5716123  ; 13397   ; N      ; 40         ; ?        ; entrou
5717241  ; 13398   ; N      ; 60         ; ?        ; cheio
5718045  ; 13397   ; N      ; 40         ; 13192    ; saiu
5717237  ; 13380   ; E      ; 90         ; 48865    ; saiu
5721635  ; 13400   ; S      ; 70         ; ?        ; entrou
5723351  ; 13384   ; E      ; 40         ; ?        ; entrou
5723531  ; 13400   ; S      ; 70         ; 7872     ; saiu
5725309  ; 13384   ; E      ; 40         ; 44146    ; saiu
5727528  ; 13395   ; E      ; 20         ; ?        ; cheio
5727550  ; 13402   ; E      ; 70         ; ?        ; entrou
5730099  ; 13405   ; S      ; 40         ; ?        ; entrou
5728879  ; 13402   ; E      ; 70         ; 9057     ; saiu
5731887  ; 13405   ; S      ; 40         ; 6983     ; saiu
5735040  ; 13404   ; N      ; 40         ; ?        ; entrou
5737075  ; 13408   ; N      ; 20         ; ?        ; entrou
5736130  ; 13404   ; N      ; 40         ; 13838    ; saiu
5738503  ; 13407   ; O      ; 20         ; ?        ; entrou
5740308  ; 13411   ; N      ; 10         ; ?        ; entrou
5740180  ; 13407   ; O      ; 20         ; 13243    ; saiu
5741952  ; 13411   ; N      ; 10         ; 10267    ; saiu
5741982  ; 13408   ; N      ; 20         ; 15390    ; saiu
5747897  ; 13412   ; E      ; 80         ; ?        ; entrou
5749353  ; 13413   ; S      ; 40         ; ?        ; cheio
5750725  ; 13412   ; E      ; 80         ; 15296    ; saiu
5754247  ; 13416   ; E      ; 90         ; ?        ; entrou
5754187  ; 13414   ; E      ; 100        ; ?        ; cheio
5755743  ; 13418   ; N      ; 40         ; ?        ; entrou
5757263  ; 13418   ; N      ; 40         ; 11594    ; saiu
5757240  ; 13416   ; E      ; 90         ; 14972    ; saiu
5759523  ; 13420   ; E      ; 20         ; ?        ; entrou
5760196  ; 13424   ; O      ; 50         ; ?        ; entrou
5760199  ; 13420   ; E      ; 20         ; 10189    ; saiu
5762499  ; 13419   ; S      ; 90         ; ?        ; cheio
5762499  ; 13421   ; O      ; 100        ; ?        ; entrou
5761611  ; 13424   ; O      ; 50         ; 6469     ; saiu
5765075  ; 13425   ; N      ; 60         ; ?        ; entrou
5763718  ; 13421   ; O      ; 100        ; 13455    ; saiu
5769395  ; 13399   ; N      ; 10         ; ?        ; cheio
5769388  ; 13410   ; E      ; 80         ; ?        ; entrou
5767053  ; 13425   ; N      ; 60         ; 10648    ; saiu
5770730  ; 13426   ; S      ; 20         ; ?        ; cheio
5770856  ; 13427   ; O      ; 50         ; ?        ; cheio
5772577  ; 13430   ; O      ; 70         ; ?        ; cheio
5774990  ; 13401   ; N      ; 40         ; ?        ; entrou
5775592  ; 13410   ; E      ; 80         ; 13946    ; saiu
5777458  ; 13432   ; O      ; 30         ; ?        ; cheio
5779896  ; 13429   ; N      ; 70         ; ?        ; entrou
5779901  ; 13428   ; N      ; 70         ; ?        ; cheio
5779905  ; 13401   ; N      ; 40         ; 31063    ; saiu
5781730  ; 13429   ; N      ; 70         ; 19119    ; saiu
5786554  ; 13423   ; S      ; 40         ; ?        ; entrou
5787909  ; 13434   ; N      ; 50         ; ?        ; entrou
5787871  ; 13423   ; S      ; 40         ; 27201    ; saiu
5788948  ; 13434   ; N      ; 50         ; 18145    ; saiu
5793169  ; 13445   ; S      ; 20         ; ?        ; entrou
5794733  ; 13445   ; S      ; 20         ; 7590     ; saiu
5800742  ; 13431   ; N      ; 100        ; ?        ; cheio
5800721  ; 13433   ; E      ; 50         ; ?        ; cheio
5801373  ; 13435   ; E      ; 70         ; ?        ; entrou
5803636  ; 13435   ; E      ; 70         ; 27879    ; saiu
5805376  ; 13436   ; E      ; 60         ; ?        ; cheio
5808394  ; 13443   ; S      ; 40         ; ?        ; entrou
5809273  ; 13443   ; S      ; 40         ; 25069    ; saiu
5813868  ; 13439   ; S      ; 30         ; ?        ; entrou
5814922  ; 13439   ; S      ; 30         ; 34494    ; saiu
5817532  ; 13441   ; N      ; 30         ; ?        ; entrou
5818315  ; 13448   ; E      ; 100        ; ?        ; entrou
5818409  ; 13447   ; N      ; 20         ; ?        ; cheio
5818446  ; 13441   ; N      ; 30         ; 24714    ; saiu
5819393  ; 13448   ; E      ; 100        ; 28399    ; saiu
5823402  ; 13451   ; O      ; 70         ; ?        ; cheio
5824012  ; 13442   ; S      ; 30         ; ?        ; entrou
5826215  ; 13442   ; S      ; 30         ; 32691    ; saiu
5828081  ; 13454   ; E      ; 80         ; ?        ; entrou
5830505  ; 13452   ; S      ; 70         ; ?        ; entrou
5829090  ; 13454   ; E      ; 80         ; 28168    ; saiu
5833000  ; 13468   ; N      ; 40         ; ?        ; cheio
5833867  ; 13457   ; O      ; 40         ; ?        ; cheio
5835478  ; 13452   ; S      ; 70         ; 39021    ; saiu
5840538  ; 13437   ; E      ; 90         ; ?        ; cheio
5842604  ; 13460   ; O      ; 40         ; ?        ; entrou
5843090  ; 13456   ; S      ; 60         ; ?        ; entrou
5844067  ; 13456   ; S      ; 60         ; 38142    ; saiu
5843890  ; 13460   ; O      ; 40         ; 33791    ; saiu
5845626  ; 13458   ; O      ; 100        ; ?        ; entrou
5847625  ; 13459   ; S      ; 70         ; ?        ; cheio
5849057  ; 13469   ; N      ; 60         ; ?        ; cheio
5850170  ; 13453   ; O      ; 10         ; ?        ; cheio
5850171  ; 13462   ; O      ; 70         ; ?        ; cheio
5850169  ; 13475   ; S      ; 70         ; ?        ; cheio
5852271  ; 13446   ; N      ; 70         ; ?        ; cheio
5852270  ; 13458   ; O      ; 100        ; 43929    ; saiu
5853207  ; 13450   ; E      ; 60         ; ?        ; cheio
5853971  ; 13473   ; N      ; 40         ; ?        ; entrou
5856408  ; 13470   ; E      ; 90         ; ?        ; entrou
5855233  ; 13473   ; N      ; 40         ; 28448    ; saiu
5857719  ; 13470   ; E      ; 90         ; 33154    ; saiu
5861354  ; 13471   ; O      ; 30         ; ?        ; entrou
5862628  ; 13471   ; O      ; 30         ; 24970    ; saiu
5864630  ; 13463   ; O      ; 80         ; ?        ; cheio
5864871  ; 13474   ; O      ; 80         ; ?        ; entrou
5867419  ; 13474   ; O      ; 80         ; 39703    ; saiu
5869667  ; 13472   ; N      ; 50         ; ?        ; entrou
5870379  ; 13472   ; N      ; 50         ; 43892    ; saiu
5871680  ; 13476   ; E      ; 60         ; ?        ; entrou
5873815  ; 13478   ; N      ; 10         ; ?        ; entrou
5874450  ; 13478   ; N      ; 10         ; 29567    ; saiu
5875896  ; 13476   ; E      ; 60         ; 39407    ; saiu
5884348  ; 13480   ; O      ; 20         ; ?        ; entrou
5884759  ; 13461   ; S      ; 70         ; ?        ; cheio
5886554  ; 13465   ; E      ; 50         ; ?        ; entrou
5886673  ; 13482   ; N      ; 90         ; ?        ; cheio
5887892  ; 13479   ; O      ; 10         ; ?        ; entrou
5888079  ; 13465   ; E      ; 50         ; 46511    ; saiu
5891052  ; 13477   ; O      ; 10         ; ?        ; entrou
5891053  ; 13479   ; O      ; 10         ; 44380    ; saiu
5889405  ; 13480   ; O      ; 20         ; 38728    ; saiu
5892709  ; 13477   ; O      ; 10         ; 48941    ; saiu
5896510  ; 13492   ; E      ; 80         ; ?        ; entrou
5896658  ; 13481   ; O      ; 90         ; ?        ; cheio
5897985  ; 13484   ; O      ; 50         ; ?        ; entrou
5899340  ; 13492   ; E      ; 80         ; 30730    ; saiu
5899375  ; 13484   ; O      ; 50         ; 41923    ; saiu
5902749  ; 13488   ; O      ; 80         ; ?        ; entrou
5902774  ; 13486   ; O      ; 80         ; ?        ; cheio
5903955  ; 13488   ; O      ; 80         ; 41945    ; saiu
5906615  ; 13483   ; S      ; 20         ; ?        ; entrou
5909226  ; 13466   ; E      ; 30         ; ?        ; entrou
5908178  ; 13483   ; S      ; 20         ; 50262    ; saiu
5911188  ; 13489   ; N      ; 90         ; ?        ; entrou
5911173  ; 13466   ; E      ; 30         ; 91313    ; saiu
5912548  ; 13490   ; N      ; 40         ; ?        ; cheio
5913823  ; 13494   ; S      ; 10         ; ?        ; entrou
5914603  ; 13494   ; S      ; 10         ; 43073    ; saiu
5915971  ; 13502   ; O      ; 70         ; ?        ; entrou
5917125  ; 13495   ; E      ; 100        ; ?        ; entrou
5917217  ; 13502   ; O      ; 70         ; 39024    ; saiu
5917124  ; 13489   ; N      ; 90         ; 51423    ; saiu
5922319  ; 13495   ; E      ; 100        ; 50273    ; saiu
5923734  ; 13491   ; S      ; 90         ; ?        ; entrou
5925872  ; 13501   ; O      ; 40         ; ?        ; cheio
5930737  ; 13524   ; S      ; 20         ; ?        ; entrou
5928639  ; 13491   ; S      ; 90         ; 62993    ; saiu
5931755  ; 13497   ; S      ; 40         ; ?        ; cheio
5933649  ; 13506   ; N      ; 100        ; ?        ; entrou
5936643  ; 13508   ; O      ; 50         ; ?        ; entrou
5935338  ; 13506   ; N      ; 100        ; 56166    ; saiu
5936896  ; 13500   ; S      ; 30         ; ?        ; cheio
5934988  ; 13524   ; S      ; 20         ; 25720    ; saiu
5938276  ; 13510   ; N      ; 40         ; ?        ; entrou
5938361  ; 13508   ; O      ; 50         ; 57544    ; saiu
5939107  ; 13510   ; N      ; 40         ; 59312    ; saiu
5950767  ; 13509   ; E      ; 80         ; ?        ; cheio
5952507  ; 13505   ; E      ; 60         ; ?        ; entrou
5950747  ; 13507   ; E      ; 70         ; ?        ; cheio
5957997  ; 13498   ; N      ; 70         ; ?        ; entrou
