t(ticks) ; id_viat ; destin ; t_estacion ;  t_vida  ; observ
8087796  ; 15132   ; O      ; 10         ; 19605    ; saiu
8090309  ; 15141   ; S      ; 70         ; ?        ; entrou
8091288  ; 15141   ; S      ; 70         ; 10171    ; saiu
8093624  ; 15135   ; S      ; 60         ; ?        ; cheio
8093583  ; 15143   ; O      ; 40         ; ?        ; entrou
8096582  ; 15143   ; O      ; 40         ; 14660    ; saiu
8099556  ; 15150   ; E      ; 30         ; ?        ; entrou
8100954  ; 15153   ; N      ; 90         ; ?        ; cheio
8102163  ; 15150   ; E      ; 30         ; 8521     ; saiu
8104630  ; 15151   ; S      ; 10         ; ?        ; entrou
8105629  ; 15151   ; S      ; 10         ; 11521    ; saiu
8108528  ; 15160   ; S      ; 80         ; ?        ; entrou
8109743  ; 15158   ; N      ; 40         ; ?        ; cheio
8111560  ; 15160   ; S      ; 80         ; 10351    ; saiu
8114775  ; 15162   ; O      ; 100        ; ?        ; entrou
8116454  ; 15164   ; O      ; 70         ; ?        ; entrou
8115927  ; 15162   ; O      ; 100        ; 10910    ; saiu
8119582  ; 15167   ; O      ; 40         ; ?        ; entrou
8120139  ; 15164   ; O      ; 70         ; 10264    ; saiu
8121875  ; 15167   ; O      ; 40         ; 11474    ; saiu
8129025  ; 15171   ; S      ; 20         ; ?        ; entrou
8129805  ; 15171   ; S      ; 20         ; 8579     ; saiu
8132210  ; 15175   ; S      ; 100        ; ?        ; entrou
8133031  ; 15175   ; S      ; 100        ; 4328     ; saiu
8135380  ; 15176   ; N      ; 10         ; ?        ; entrou
8136507  ; 15176   ; N      ; 10         ; 5408     ; saiu
8142221  ; 15170   ; O      ; 70         ; ?        ; entrou
8142374  ; 15177   ; O      ; 20         ; ?        ; cheio
8146831  ; 15180   ; O      ; 90         ; ?        ; entrou
8146828  ; 15170   ; O      ; 70         ; 28310    ; saiu
8148478  ; 15180   ; O      ; 90         ; 10764    ; saiu
8151542  ; 15185   ; E      ; 40         ; ?        ; entrou
8153722  ; 15189   ; N      ; 60         ; ?        ; cheio
8154867  ; 15184   ; N      ; 20         ; ?        ; cheio
8156579  ; 15185   ; E      ; 40         ; 13523    ; saiu
8159971  ; 15193   ; S      ; 60         ; ?        ; entrou
8161146  ; 15193   ; S      ; 60         ; 7678     ; saiu
8164620  ; 15188   ; E      ; 70         ; ?        ; entrou
8166179  ; 15196   ; S      ; 100        ; ?        ; cheio
8169282  ; 15188   ; E      ; 70         ; 19097    ; saiu
8172875  ; 15201   ; S      ; 80         ; ?        ; entrou
8176626  ; 15197   ; N      ; 80         ; ?        ; entrou
8175785  ; 15201   ; S      ; 80         ; 13576    ; saiu
8179643  ; 15195   ; E      ; 60         ; ?        ; cheio
8180361  ; 15197   ; N      ; 80         ; 15801    ; saiu
8182061  ; 15202   ; E      ; 100        ; ?        ; entrou
8183552  ; 15202   ; E      ; 100        ; 18611    ; saiu
8186614  ; 15205   ; N      ; 60         ; ?        ; entrou
8187537  ; 15211   ; N      ; 70         ; ?        ; entrou
8188455  ; 15207   ; E      ; 100        ; ?        ; cheio
8190040  ; 15214   ; N      ; 80         ; ?        ; cheio
8190004  ; 15211   ; N      ; 70         ; 8877     ; saiu
8196371  ; 15212   ; N      ; 80         ; ?        ; entrou
8196451  ; 15205   ; N      ; 60         ; 20041    ; saiu
8197979  ; 15212   ; N      ; 80         ; 13157    ; saiu
8199605  ; 15217   ; O      ; 20         ; ?        ; entrou
8202702  ; 15217   ; O      ; 20         ; 11135    ; saiu
8206969  ; 15218   ; S      ; 60         ; ?        ; entrou
8207528  ; 15219   ; S      ; 30         ; ?        ; cheio
8212451  ; 15220   ; S      ; 100        ; ?        ; entrou
8212426  ; 15218   ; S      ; 60         ; 20980    ; saiu
8214348  ; 15220   ; S      ; 100        ; 13889    ; saiu
8218249  ; 15231   ; O      ; 60         ; ?        ; entrou
8219536  ; 15221   ; O      ; 50         ; ?        ; cheio
8219501  ; 15227   ; E      ; 70         ; ?        ; entrou
8221468  ; 15227   ; E      ; 70         ; 13343    ; saiu
8220939  ; 15231   ; O      ; 60         ; 7125     ; saiu
8225809  ; 15224   ; O      ; 60         ; ?        ; entrou
8227779  ; 15225   ; S      ; 20         ; ?        ; entrou
8227031  ; 15224   ; O      ; 60         ; 11421    ; saiu
8230581  ; 15233   ; S      ; 40         ; ?        ; entrou
8231080  ; 15234   ; S      ; 90         ; ?        ; cheio
8232717  ; 15225   ; S      ; 20         ; 16615    ; saiu
8235622  ; 15238   ; O      ; 80         ; ?        ; entrou
8237114  ; 15238   ; O      ; 80         ; 7411     ; saiu
8234126  ; 15233   ; S      ; 40         ; 14042    ; saiu
8242620  ; 15239   ; S      ; 20         ; ?        ; entrou
8243065  ; 15241   ; O      ; 30         ; ?        ; entrou
8244558  ; 15242   ; S      ; 30         ; ?        ; cheio
8246670  ; 15240   ; S      ; 80         ; ?        ; entrou
8244548  ; 15239   ; S      ; 20         ; 14339    ; saiu
8246622  ; 15241   ; O      ; 30         ; 9926     ; saiu
8250221  ; 15240   ; S      ; 80         ; 11146    ; saiu
8252458  ; 15247   ; S      ; 40         ; ?        ; entrou
8253305  ; 15247   ; S      ; 40         ; 6155     ; saiu
8254590  ; 15246   ; E      ; 10         ; ?        ; cheio
8256176  ; 15250   ; O      ; 70         ; ?        ; entrou
8257152  ; 15252   ; E      ; 80         ; ?        ; cheio
8259547  ; 15248   ; N      ; 50         ; ?        ; cheio
8259526  ; 15254   ; E      ; 90         ; ?        ; entrou
8259533  ; 15250   ; O      ; 70         ; 7904     ; saiu
8264765  ; 15251   ; E      ; 20         ; ?        ; entrou
8262314  ; 15254   ; E      ; 90         ; 10116    ; saiu
8268928  ; 15255   ; N      ; 80         ; ?        ; entrou
8269777  ; 15255   ; N      ; 80         ; 10430    ; saiu
8265888  ; 15251   ; E      ; 20         ; 10156    ; saiu
8272278  ; 15259   ; S      ; 70         ; ?        ; entrou
8273346  ; 15253   ; O      ; 20         ; ?        ; cheio
8274044  ; 15259   ; S      ; 70         ; 7165     ; saiu
8277309  ; 15262   ; N      ; 50         ; ?        ; entrou
8279121  ; 15263   ; N      ; 100        ; ?        ; entrou
8279442  ; 15261   ; O      ; 100        ; ?        ; cheio
8279426  ; 15262   ; N      ; 50         ; 7680     ; saiu
8281783  ; 15263   ; N      ; 100        ; 6226     ; saiu
8285270  ; 15267   ; O      ; 30         ; ?        ; entrou
8287856  ; 15264   ; N      ; 80         ; ?        ; entrou
8285630  ; 15266   ; O      ; 10         ; ?        ; cheio
8286754  ; 15267   ; O      ; 30         ; 9223     ; saiu
8291981  ; 15265   ; N      ; 100        ; ?        ; entrou
8290747  ; 15264   ; N      ; 80         ; 14511    ; saiu
8295858  ; 15271   ; S      ; 20         ; ?        ; cheio
8297406  ; 15265   ; N      ; 100        ; 14063    ; saiu
8300793  ; 15272   ; O      ; 100        ; ?        ; entrou
8301784  ; 15272   ; O      ; 100        ; 11402    ; saiu
8305302  ; 15278   ; O      ; 10         ; ?        ; entrou
8306723  ; 15278   ; O      ; 10         ; 7547     ; saiu
8315015  ; 15276   ; N      ; 80         ; ?        ; entrou
8315171  ; 15273   ; N      ; 60         ; ?        ; cheio
8321625  ; 15276   ; N      ; 80         ; 25400    ; saiu
8324091  ; 15282   ; O      ; 40         ; ?        ; entrou
8325180  ; 15282   ; O      ; 40         ; 19657    ; saiu
8322231  ; 15279   ; O      ; 50         ; ?        ; entrou
8328171  ; 15279   ; O      ; 50         ; 25803    ; saiu
8327143  ; 15280   ; S      ; 80         ; ?        ; entrou
8330619  ; 15297   ; O      ; 30         ; ?        ; entrou
8330244  ; 15280   ; S      ; 80         ; 26948    ; saiu
8333418  ; 15297   ; O      ; 30         ; 8925     ; saiu
8336333  ; 15298   ; S      ; 20         ; ?        ; entrou
8337591  ; 15298   ; S      ; 20         ; 12351    ; saiu
8339424  ; 15302   ; E      ; 80         ; ?        ; entrou
8340395  ; 15302   ; E      ; 80         ; 9514     ; saiu
8341807  ; 15305   ; O      ; 80         ; ?        ; entrou
8345654  ; 15304   ; O      ; 20         ; ?        ; cheio
8348936  ; 15303   ; N      ; 40         ; ?        ; cheio
8347384  ; 15305   ; O      ; 80         ; 13997    ; saiu
8356889  ; 15314   ; O      ; 10         ; ?        ; entrou
8358328  ; 15316   ; O      ; 20         ; ?        ; cheio
8358336  ; 15317   ; N      ; 100        ; ?        ; cheio
8360162  ; 15314   ; O      ; 10         ; 14056    ; saiu
8362123  ; 15312   ; N      ; 100        ; ?        ; entrou
8363283  ; 15312   ; N      ; 100        ; 21856    ; saiu
8367006  ; 15329   ; S      ; 70         ; ?        ; entrou
8368330  ; 15329   ; S      ; 70         ; 7967     ; saiu
8371493  ; 15330   ; E      ; 30         ; ?        ; cheio
8371527  ; 15332   ; O      ; 50         ; ?        ; entrou
8374719  ; 15334   ; N      ; 40         ; ?        ; cheio
8376563  ; 15337   ; E      ; 70         ; ?        ; entrou
8372750  ; 15332   ; O      ; 50         ; 14928    ; saiu
8380206  ; 15338   ; E      ; 90         ; ?        ; entrou
8380016  ; 15337   ; E      ; 70         ; 12036    ; saiu
8383172  ; 15339   ; S      ; 30         ; ?        ; entrou
8381314  ; 15338   ; E      ; 90         ; 11372    ; saiu
8384768  ; 15341   ; E      ; 60         ; ?        ; entrou
8385201  ; 15339   ; S      ; 30         ; 11317    ; saiu
8385600  ; 15341   ; E      ; 60         ; 7217     ; saiu
8389036  ; 15342   ; S      ; 50         ; ?        ; entrou
8391630  ; 15342   ; S      ; 50         ; 11536    ; saiu
8394226  ; 15344   ; O      ; 80         ; ?        ; entrou
8395259  ; 15346   ; N      ; 10         ; ?        ; cheio
8400446  ; 15343   ; N      ; 20         ; ?        ; entrou
8402027  ; 15343   ; N      ; 20         ; 21168    ; saiu
8402022  ; 15344   ; O      ; 80         ; 16136    ; saiu
8410132  ; 15353   ; S      ; 90         ; ?        ; entrou
8410130  ; 15351   ; E      ; 70         ; ?        ; cheio
8411913  ; 15350   ; E      ; 60         ; ?        ; entrou
8413602  ; 15350   ; E      ; 60         ; 21141    ; saiu
8411916  ; 15353   ; S      ; 90         ; 10828    ; saiu
8419938  ; 15359   ; N      ; 10         ; ?        ; cheio
8421005  ; 15355   ; N      ; 70         ; ?        ; entrou
8422263  ; 15357   ; N      ; 20         ; ?        ; entrou
8423323  ; 15355   ; N      ; 70         ; 16578    ; saiu
8424737  ; 15363   ; O      ; 60         ; ?        ; entrou
8424634  ; 15357   ; N      ; 20         ; 20481    ; saiu
8430824  ; 15363   ; O      ; 60         ; 12630    ; saiu
8438402  ; 15371   ; O      ; 10         ; ?        ; entrou
8440756  ; 15370   ; S      ; 20         ; ?        ; cheio
8442674  ; 15354   ; N      ; 10         ; ?        ; entrou
8441358  ; 15371   ; O      ; 10         ; 8036     ; saiu
8446542  ; 15365   ; E      ; 100        ; ?        ; entrou
8446678  ; 15354   ; N      ; 10         ; 40234    ; saiu
8449690  ; 15365   ; E      ; 100        ; 25637    ; saiu
8451699  ; 15377   ; N      ; 90         ; ?        ; entrou
8453046  ; 15377   ; N      ; 90         ; 11158    ; saiu
8457665  ; 15380   ; E      ; 10         ; ?        ; cheio
8458721  ; 15381   ; E      ; 60         ; ?        ; cheio
8457469  ; 15379   ; S      ; 20         ; ?        ; entrou
8461510  ; 15379   ; S      ; 20         ; 17327    ; saiu
8462812  ; 15384   ; O      ; 90         ; ?        ; entrou
8464435  ; 15383   ; E      ; 70         ; ?        ; entrou
8464293  ; 15384   ; O      ; 90         ; 8609     ; saiu
8467490  ; 15387   ; E      ; 80         ; ?        ; entrou
8469512  ; 15385   ; S      ; 20         ; ?        ; entrou
8466017  ; 15383   ; E      ; 70         ; 12150    ; saiu
8471083  ; 15385   ; S      ; 20         ; 12566    ; saiu
8471077  ; 15387   ; E      ; 80         ; 10237    ; saiu
8473120  ; 15388   ; O      ; 50         ; ?        ; entrou
8474409  ; 15388   ; O      ; 50         ; 9771     ; saiu
8477597  ; 15391   ; E      ; 10         ; ?        ; entrou
8482083  ; 15390   ; E      ; 50         ; ?        ; entrou
8479286  ; 15391   ; E      ; 10         ; 9168     ; saiu
8484383  ; 15390   ; E      ; 50         ; 11596    ; saiu
8486506  ; 15392   ; E      ; 90         ; ?        ; entrou
8487188  ; 15392   ; E      ; 90         ; 10604    ; saiu
8501032  ; 15399   ; N      ; 20         ; ?        ; entrou
8502652  ; 15393   ; O      ; 60         ; ?        ; entrou
8502938  ; 15394   ; E      ; 90         ; ?        ; entrou
8502932  ; 15399   ; N      ; 20         ; 19232    ; saiu
8504763  ; 15393   ; O      ; 60         ; 32246    ; saiu
8504813  ; 15394   ; E      ; 90         ; 29721    ; saiu
8511675  ; 15397   ; E      ; 60         ; ?        ; entrou
8513815  ; 15397   ; E      ; 60         ; 25898    ; saiu
8516121  ; 15419   ; E      ; 40         ; ?        ; entrou
8518126  ; 15419   ; E      ; 40         ; 8623     ; saiu
8520368  ; 15414   ; E      ; 70         ; ?        ; entrou
8521532  ; 15414   ; E      ; 70         ; 11516    ; saiu
8523648  ; 15424   ; E      ; 30         ; ?        ; entrou
8525030  ; 15424   ; E      ; 30         ; 10611    ; saiu
8528572  ; 15428   ; S      ; 10         ; ?        ; cheio
8530193  ; 15416   ; E      ; 80         ; ?        ; entrou
8531464  ; 15416   ; E      ; 80         ; 27263    ; saiu
8533264  ; 15434   ; N      ; 30         ; ?        ; entrou
8533356  ; 15425   ; E      ; 80         ; ?        ; entrou
8534973  ; 15435   ; E      ; 40         ; ?        ; cheio
8534784  ; 15434   ; N      ; 30         ; 8764     ; saiu
8537309  ; 15425   ; E      ; 80         ; 22210    ; saiu
8544641  ; 15437   ; O      ; 40         ; ?        ; entrou
8544950  ; 15437   ; O      ; 40         ; 13356    ; saiu
8548042  ; 15440   ; S      ; 60         ; ?        ; entrou
8548608  ; 15440   ; S      ; 60         ; 7678     ; saiu
8564087  ; 15438   ; N      ; 80         ; ?        ; entrou
8565568  ; 15439   ; N      ; 80         ; ?        ; cheio
8566973  ; 15438   ; N      ; 80         ; 34221    ; saiu
