t(ticks) ; nlug ; id_viat ; observ
8884495  ; 0    ; 14092   ; saiu
8885348  ; 1    ; 14094   ; entrou
8888755  ; 0    ; 14094   ; saiu
8889637  ; 1    ; 14105   ; entrou
8890437  ; 0    ; 14105   ; saiu
8883613  ; 1    ; 14089   ; cheio
8892627  ; 1    ; 14093   ; entrou
8897275  ; 1    ; 14110   ; entrou
8897700  ; 1    ; 14093   ; saiu
8898514  ; 1    ; 14107   ; cheio
8899945  ; 0    ; 14110   ; saiu
8903404  ; 1    ; 14108   ; entrou
8905382  ; 0    ; 14108   ; saiu
8906306  ; 1    ; 14114   ; entrou
8907380  ; 0    ; 14114   ; saiu
8913348  ; 1    ; 14109   ; entrou
8917046  ; 0    ; 14109   ; saiu
8921346  ; 1    ; 14118   ; entrou
8923548  ; 1    ; 14119   ; cheio
8923739  ; 1    ; 14123   ; cheio
8927078  ; 0    ; 14118   ; saiu
8930740  ; 1    ; 14120   ; entrou
8933061  ; 0    ; 14120   ; saiu
8936311  ; 1    ; 14124   ; entrou
8938585  ; 0    ; 14124   ; saiu
8940743  ; 1    ; 14130   ; entrou
8941814  ; 0    ; 14130   ; saiu
8942259  ; 1    ; 14133   ; entrou
8943353  ; 1    ; 14132   ; entrou
8944724  ; 0    ; 14132   ; saiu
8942722  ; 0    ; 14133   ; saiu
8947851  ; 1    ; 14138   ; entrou
8949394  ; 0    ; 14138   ; saiu
8952610  ; 1    ; 14142   ; entrou
8953466  ; 0    ; 14142   ; saiu
8955111  ; 1    ; 14143   ; entrou
8956100  ; 0    ; 14143   ; saiu
8970462  ; 1    ; 14152   ; entrou
8971561  ; 0    ; 14152   ; saiu
8975314  ; 1    ; 14144   ; entrou
8975315  ; 1    ; 14145   ; cheio
8975463  ; 0    ; 14144   ; saiu
8976472  ; 1    ; 14159   ; entrou
8978461  ; 0    ; 14159   ; saiu
8981532  ; 1    ; 14162   ; entrou
8985187  ; 0    ; 14162   ; saiu
8990900  ; 1    ; 14164   ; entrou
8991697  ; 0    ; 14164   ; saiu
8994483  ; 1    ; 14169   ; entrou
8995739  ; 0    ; 14169   ; saiu
9001461  ; 1    ; 14174   ; entrou
9001603  ; 0    ; 14174   ; saiu
9003254  ; 1    ; 14151   ; entrou
9003444  ; 1    ; 14170   ; cheio
9005184  ; 0    ; 14151   ; saiu
9006653  ; 1    ; 14179   ; entrou
9006635  ; 1    ; 14180   ; cheio
9007122  ; 1    ; 14178   ; cheio
9007676  ; 0    ; 14179   ; saiu
9009496  ; 1    ; 14185   ; entrou
9009497  ; 1    ; 14184   ; cheio
9009816  ; 0    ; 14185   ; saiu
9009865  ; 1    ; 14186   ; entrou
9010305  ; 0    ; 14186   ; saiu
9011596  ; 1    ; 14187   ; entrou
9011647  ; 1    ; 14188   ; cheio
9012129  ; 0    ; 14187   ; saiu
9012840  ; 1    ; 14192   ; entrou
9013468  ; 0    ; 14192   ; saiu
9013957  ; 1    ; 14190   ; entrou
9014579  ; 0    ; 14190   ; saiu
9014972  ; 1    ; 14189   ; entrou
9015426  ; 1    ; 14193   ; cheio
9016013  ; 0    ; 14189   ; saiu
9019665  ; 1    ; 14195   ; entrou
9019940  ; 1    ; 14194   ; cheio
9021201  ; 0    ; 14195   ; saiu
9024698  ; 1    ; 14197   ; entrou
9024795  ; 1    ; 14199   ; cheio
9024115  ; 1    ; 14196   ; cheio
9024993  ; 0    ; 14197   ; saiu
9028078  ; 1    ; 14201   ; entrou
9028052  ; 1    ; 14200   ; cheio
9029689  ; 0    ; 14201   ; saiu
9037424  ; 1    ; 14204   ; entrou
9038230  ; 1    ; 14203   ; entrou
9038991  ; 1    ; 14204   ; saiu
9039328  ; 1    ; 14206   ; cheio
9039560  ; 1    ; 14207   ; cheio
9040118  ; 1    ; 14209   ; cheio
9040184  ; 1    ; 14205   ; cheio
9040356  ; 0    ; 14203   ; saiu
9040610  ; 1    ; 14210   ; entrou
9040713  ; 1    ; 14208   ; entrou
9041285  ; 1    ; 14210   ; saiu
9041421  ; 1    ; 14213   ; cheio
9041951  ; 0    ; 14208   ; saiu
9043121  ; 1    ; 14214   ; entrou
9043770  ; 0    ; 14214   ; saiu
9044449  ; 1    ; 14216   ; entrou
9044458  ; 1    ; 14211   ; cheio
9045404  ; 0    ; 14216   ; saiu
9047879  ; 1    ; 14212   ; entrou
9048658  ; 0    ; 14212   ; saiu
9050211  ; 1    ; 14218   ; entrou
9051178  ; 1    ; 14215   ; cheio
9051972  ; 0    ; 14218   ; saiu
9054695  ; 1    ; 14222   ; entrou
9055486  ; 0    ; 14222   ; saiu
9055007  ; 1    ; 14223   ; entrou
9056439  ; 0    ; 14223   ; saiu
9059202  ; 1    ; 14221   ; entrou
9060004  ; 1    ; 14219   ; entrou
9060377  ; 1    ; 14221   ; saiu
9060608  ; 1    ; 14226   ; cheio
9061977  ; 0    ; 14219   ; saiu
9069940  ; 1    ; 14231   ; entrou
9071201  ; 0    ; 14231   ; saiu
9072928  ; 1    ; 14220   ; entrou
9072890  ; 1    ; 14234   ; cheio
9073869  ; 1    ; 14236   ; cheio
9076411  ; 1    ; 14233   ; cheio
9079559  ; 0    ; 14220   ; saiu
9084934  ; 1    ; 14229   ; entrou
9086810  ; 1    ; 14239   ; cheio
9087198  ; 1    ; 14228   ; entrou
9087737  ; 1    ; 14229   ; saiu
9088619  ; 1    ; 14230   ; cheio
9089034  ; 1    ; 14244   ; entrou
9089352  ; 1    ; 14228   ; saiu
9089547  ; 0    ; 14244   ; saiu
9089996  ; 1    ; 14237   ; entrou
9090347  ; 1    ; 14246   ; entrou
9089996  ; 1    ; 14243   ; cheio
9090482  ; 1    ; 14237   ; saiu
9090870  ; 0    ; 14246   ; saiu
9091015  ; 1    ; 14241   ; entrou
9091149  ; 0    ; 14241   ; saiu
9093511  ; 1    ; 14248   ; entrou
9093560  ; 1    ; 14235   ; cheio
9094176  ; 1    ; 14232   ; cheio
9093669  ; 1    ; 14238   ; entrou
9095630  ; 1    ; 14248   ; saiu
9096442  ; 0    ; 14238   ; saiu
9095837  ; 1    ; 14252   ; entrou
9097480  ; 0    ; 14252   ; saiu
9103488  ; 1    ; 14257   ; entrou
9104969  ; 0    ; 14257   ; saiu
9111697  ; 1    ; 14260   ; entrou
9113916  ; 0    ; 14260   ; saiu
9118305  ; 1    ; 14264   ; entrou
9119092  ; 1    ; 14262   ; cheio
9120900  ; 0    ; 14264   ; saiu
9128451  ; 1    ; 14265   ; entrou
9128454  ; 1    ; 14266   ; cheio
9128686  ; 1    ; 14269   ; cheio
9128967  ; 1    ; 14270   ; entrou
9129006  ; 1    ; 14265   ; saiu
9129107  ; 1    ; 14250   ; entrou
9129178  ; 1    ; 14270   ; saiu
9129407  ; 0    ; 14250   ; saiu
9129546  ; 1    ; 14253   ; entrou
9129718  ; 0    ; 14253   ; saiu
9129881  ; 1    ; 14271   ; entrou
9132186  ; 0    ; 14271   ; saiu
9135313  ; 1    ; 14281   ; entrou
9136336  ; 0    ; 14281   ; saiu
9139785  ; 1    ; 14255   ; entrou
9141828  ; 0    ; 14255   ; saiu
9142514  ; 1    ; 14273   ; cheio
9141819  ; 1    ; 14285   ; entrou
9142484  ; 1    ; 14274   ; cheio
9143366  ; 1    ; 14261   ; cheio
9143582  ; 1    ; 14284   ; cheio
9143650  ; 1    ; 14272   ; cheio
9144433  ; 0    ; 14285   ; saiu
9145415  ; 1    ; 14276   ; entrou
9146667  ; 0    ; 14276   ; saiu
9147986  ; 1    ; 14290   ; entrou
9148397  ; 0    ; 14290   ; saiu
9150046  ; 1    ; 14294   ; entrou
9150422  ; 0    ; 14294   ; saiu
9155236  ; 1    ; 14287   ; entrou
9155695  ; 1    ; 14292   ; cheio
9156854  ; 1    ; 14289   ; cheio
9158104  ; 1    ; 14298   ; cheio
9158076  ; 1    ; 14293   ; cheio
9155688  ; 1    ; 14291   ; entrou
9159497  ; 1    ; 14287   ; saiu
9161577  ; 0    ; 14291   ; saiu
9165378  ; 1    ; 14304   ; entrou
9166481  ; 1    ; 14303   ; cheio
9167284  ; 1    ; 14296   ; cheio
9169583  ; 0    ; 14304   ; saiu
9169724  ; 1    ; 14307   ; entrou
9169730  ; 1    ; 14305   ; cheio
9170305  ; 1    ; 14306   ; cheio
9170487  ; 1    ; 14309   ; cheio
9171203  ; 0    ; 14307   ; saiu
9182502  ; 1    ; 14311   ; entrou
9182741  ; 1    ; 14310   ; cheio
9183514  ; 1    ; 14313   ; entrou
9184104  ; 1    ; 14311   ; saiu
9184482  ; 1    ; 14317   ; cheio
9184725  ; 1    ; 14308   ; cheio
9186165  ; 0    ; 14313   ; saiu
9186726  ; 1    ; 14314   ; entrou
9187172  ; 1    ; 14312   ; cheio
9188044  ; 0    ; 14314   ; saiu
9193213  ; 1    ; 14319   ; entrou
9193215  ; 1    ; 14322   ; cheio
9193915  ; 0    ; 14319   ; saiu
9195053  ; 1    ; 14320   ; entrou
9195717  ; 1    ; 14315   ; cheio
9195799  ; 1    ; 14321   ; cheio
9196164  ; 1    ; 14323   ; cheio
9196633  ; 1    ; 14324   ; cheio
9197174  ; 1    ; 14328   ; entrou
9197427  ; 1    ; 14320   ; saiu
9197443  ; 1    ; 14327   ; cheio
9197827  ; 1    ; 14325   ; cheio
9197961  ; 0    ; 14328   ; saiu
9198152  ; 1    ; 14329   ; entrou
9198379  ; 1    ; 14334   ; entrou
9198483  ; 1    ; 14329   ; saiu
9198640  ; 0    ; 14334   ; saiu
9200062  ; 1    ; 14333   ; entrou
9200697  ; 1    ; 14336   ; cheio
9201882  ; 0    ; 14333   ; saiu
9203454  ; 1    ; 14337   ; entrou
9204070  ; 0    ; 14337   ; saiu
9205433  ; 1    ; 14341   ; entrou
9205625  ; 0    ; 14341   ; saiu
9206457  ; 1    ; 14340   ; entrou
9207537  ; 1    ; 14339   ; cheio
9207965  ; 1    ; 14335   ; cheio
9207846  ; 1    ; 14342   ; cheio
9208474  ; 1    ; 14343   ; cheio
9211772  ; 0    ; 14340   ; saiu
9212499  ; 1    ; 14344   ; entrou
9212685  ; 0    ; 14344   ; saiu
9214177  ; 1    ; 14345   ; entrou
9214181  ; 1    ; 14338   ; cheio
9214951  ; 1    ; 14347   ; cheio
9215648  ; 1    ; 14346   ; cheio
9216096  ; 0    ; 14345   ; saiu
9217032  ; 1    ; 14348   ; entrou
9218336  ; 0    ; 14348   ; saiu
9219278  ; 1    ; 14349   ; entrou
9221817  ; 0    ; 14349   ; saiu
9230903  ; 1    ; 14351   ; entrou
9231663  ; 0    ; 14351   ; saiu
9234933  ; 1    ; 14350   ; entrou
9235103  ; 1    ; 14353   ; cheio
9236518  ; 0    ; 14350   ; saiu
9238258  ; 1    ; 14354   ; entrou
9238337  ; 1    ; 14355   ; cheio
9239298  ; 1    ; 14359   ; cheio
9239517  ; 1    ; 14357   ; cheio
9239671  ; 1    ; 14352   ; cheio
9241163  ; 1    ; 14362   ; cheio
9241242  ; 1    ; 14356   ; cheio
9241447  ; 1    ; 14360   ; cheio
9243625  ; 1    ; 14361   ; cheio
9244714  ; 0    ; 14354   ; saiu
9245328  ; 1    ; 14358   ; entrou
9245660  ; 1    ; 14364   ; cheio
9245958  ; 0    ; 14358   ; saiu
9248363  ; 1    ; 14363   ; entrou
9249128  ; 0    ; 14363   ; saiu
9257060  ; 1    ; 14367   ; entrou
9257472  ; 1    ; 14365   ; cheio
9258450  ; 0    ; 14367   ; saiu
9258899  ; 1    ; 14368   ; entrou
9260812  ; 0    ; 14368   ; saiu
9262383  ; 1    ; 14373   ; entrou
9263044  ; 0    ; 14373   ; saiu
9263442  ; 1    ; 14374   ; entrou
9264146  ; 1    ; 14375   ; cheio
9264598  ; 1    ; 14372   ; cheio
9266780  ; 1    ; 14371   ; entrou
9267393  ; 1    ; 14376   ; entrou
9267631  ; 1    ; 14371   ; saiu
9268129  ; 0    ; 14376   ; saiu
9270077  ; 1    ; 14370   ; entrou
9266780  ; 1    ; 14374   ; saiu
9271880  ; 1    ; 14381   ; entrou
9272050  ; 0    ; 14370   ; saiu
9272229  ; 0    ; 14381   ; saiu
9274218  ; 1    ; 14369   ; entrou
9275832  ; 0    ; 14369   ; saiu
9276069  ; 1    ; 14380   ; entrou
9277099  ; 0    ; 14380   ; saiu
9277522  ; 1    ; 14383   ; entrou
9278327  ; 1    ; 14378   ; cheio
9279606  ; 1    ; 14384   ; cheio
9280385  ; 0    ; 14383   ; saiu
9280880  ; 1    ; 14382   ; entrou
9281494  ; 1    ; 14389   ; cheio
9282860  ; 1    ; 14385   ; cheio
9283546  ; 1    ; 14377   ; entrou
9283964  ; 1    ; 14382   ; saiu
9284347  ; 0    ; 14377   ; saiu
9284347  ; 1    ; 14386   ; entrou
9284718  ; 1    ; 14387   ; cheio
9284753  ; 1    ; 14388   ; entrou
9284893  ; 1    ; 14386   ; saiu
9285055  ; 0    ; 14388   ; saiu
9285215  ; 1    ; 14393   ; entrou
9286325  ; 1    ; 14391   ; cheio
9287036  ; 0    ; 14393   ; saiu
9287566  ; 1    ; 14390   ; entrou
9287872  ; 0    ; 14390   ; saiu
9287936  ; 1    ; 14379   ; entrou
9288896  ; 1    ; 14392   ; entrou
9289199  ; 0    ; 14379   ; saiu
9289549  ; 0    ; 14392   ; saiu
9291201  ; 1    ; 14366   ; entrou
9294768  ; 0    ; 14366   ; saiu
9299346  ; 1    ; 14394   ; entrou
9301786  ; 0    ; 14394   ; saiu
9307599  ; 1    ; 14395   ; entrou
9309541  ; 0    ; 14395   ; saiu
9316268  ; 1    ; 14398   ; entrou
9317321  ; 0    ; 14398   ; saiu
9322969  ; 1    ; 14400   ; entrou
9325165  ; 0    ; 14400   ; saiu
9327674  ; 1    ; 14399   ; entrou
9321701  ; 1    ; 14396   ; cheio
9329655  ; 0    ; 14399   ; saiu
9332734  ; 1    ; 14402   ; entrou
9333365  ; 1    ; 14408   ; cheio
9334557  ; 1    ; 14405   ; cheio
9339085  ; 1    ; 14404   ; cheio
9340875  ; 1    ; 14403   ; cheio
9333730  ; 1    ; 14401   ; cheio
9343290  ; 0    ; 14402   ; saiu
9349733  ; 1    ; 14410   ; entrou
9350677  ; 0    ; 14410   ; saiu
9351151  ; 1    ; 14411   ; entrou
9351344  ; 0    ; 14411   ; saiu
9351745  ; 1    ; 14419   ; entrou
9352658  ; 1    ; 14415   ; cheio
9353863  ; 0    ; 14419   ; saiu
9354674  ; 1    ; 14406   ; entrou
9354670  ; 1    ; 14413   ; cheio
9357380  ; 1    ; 14420   ; cheio
9359210  ; 1    ; 14424   ; cheio
9359454  ; 1    ; 14414   ; cheio
9359759  ; 1    ; 14425   ; cheio
9359704  ; 1    ; 14422   ; cheio
9359992  ; 1    ; 14423   ; cheio
9360255  ; 0    ; 14406   ; saiu
9360453  ; 1    ; 14427   ; cheio
9364262  ; 1    ; 14397   ; cheio
9360273  ; 1    ; 14428   ; entrou
9364912  ; 0    ; 14428   ; saiu
9366652  ; 1    ; 14431   ; entrou
9366775  ; 1    ; 14416   ; cheio
9367970  ; 0    ; 14431   ; saiu
9368273  ; 1    ; 14426   ; entrou
9369165  ; 0    ; 14426   ; saiu
9370432  ; 1    ; 14412   ; entrou
9370787  ; 0    ; 14412   ; saiu
9370990  ; 1    ; 14429   ; entrou
9371169  ; 1    ; 14417   ; cheio
9371019  ; 1    ; 14421   ; cheio
9370828  ; 1    ; 14418   ; cheio
9371337  ; 0    ; 14429   ; saiu
9373148  ; 1    ; 14432   ; entrou
9373615  ; 1    ; 14435   ; entrou
9373682  ; 1    ; 14432   ; saiu
9373822  ; 0    ; 14435   ; saiu
9375030  ; 1    ; 14430   ; entrou
9375168  ; 1    ; 14443   ; cheio
9375729  ; 1    ; 14439   ; cheio
9376173  ; 1    ; 14441   ; cheio
9376860  ; 1    ; 14437   ; cheio
9379484  ; 0    ; 14430   ; saiu
9382761  ; 1    ; 14438   ; entrou
9383549  ; 1    ; 14442   ; cheio
9384301  ; 0    ; 14438   ; saiu
9385107  ; 1    ; 14456   ; entrou
9387040  ; 1    ; 14434   ; cheio
9389045  ; 0    ; 14456   ; saiu
9390030  ; 1    ; 14433   ; entrou
9390864  ; 1    ; 14436   ; cheio
9390865  ; 1    ; 14460   ; cheio
9391008  ; 1    ; 14440   ; cheio
9391125  ; 1    ; 14445   ; cheio
9392010  ; 0    ; 14433   ; saiu
9392184  ; 1    ; 14461   ; entrou
9392352  ; 1    ; 14462   ; cheio
9394129  ; 0    ; 14461   ; saiu
9394882  ; 1    ; 14464   ; entrou
9395914  ; 0    ; 14464   ; saiu
9407341  ; 1    ; 14471   ; entrou
9407765  ; 1    ; 14463   ; cheio
9408476  ; 0    ; 14471   ; saiu
9410857  ; 1    ; 14454   ; entrou
9410826  ; 1    ; 14474   ; cheio
9412844  ; 0    ; 14454   ; saiu
9412917  ; 1    ; 14466   ; entrou
9429676  ; 0    ; 14466   ; saiu
9462846  ; 1    ; 14478   ; entrou
9463198  ; 1    ; 14469   ; entrou
9463602  ; 1    ; 14478   ; saiu
9463614  ; 1    ; 14468   ; cheio
9465305  ; 1    ; 14482   ; entrou
9465430  ; 1    ; 14469   ; saiu
9467141  ; 0    ; 14482   ; saiu
9467607  ; 1    ; 14476   ; entrou
9469055  ; 0    ; 14476   ; saiu
9469332  ; 1    ; 14479   ; entrou
9473069  ; 0    ; 14479   ; saiu
9474308  ; 1    ; 14467   ; entrou
9475329  ; 0    ; 14467   ; saiu
9476025  ; 1    ; 14470   ; entrou
9476667  ; 1    ; 14472   ; cheio
9480749  ; 0    ; 14470   ; saiu
9481509  ; 1    ; 14465   ; entrou
9483388  ; 0    ; 14465   ; saiu
9501555  ; 1    ; 14485   ; entrou
9502633  ; 0    ; 14485   ; saiu
9514666  ; 1    ; 14473   ; entrou
9514698  ; 1    ; 14483   ; cheio
9515730  ; 0    ; 14473   ; saiu
9514768  ; 1    ; 14481   ; cheio
9525444  ; 1    ; 14477   ; entrou
9526509  ; 0    ; 14477   ; saiu
9532920  ; 1    ; 14484   ; entrou
9533738  ; 1    ; 14487   ; cheio
9532922  ; 1    ; 14488   ; cheio
9535702  ; 0    ; 14484   ; saiu
9541893  ; 1    ; 14489   ; entrou
9545317  ; 0    ; 14489   ; saiu
9545823  ; 1    ; 14490   ; entrou
9546428  ; 1    ; 14475   ; cheio
9547989  ; 0    ; 14490   ; saiu
9549328  ; 1    ; 14495   ; entrou
9550633  ; 0    ; 14495   ; saiu
9553151  ; 1    ; 14491   ; entrou
9553724  ; 0    ; 14491   ; saiu
9557520  ; 1    ; 14492   ; entrou
9558593  ; 1    ; 14497   ; cheio
9558898  ; 1    ; 14500   ; cheio
9558872  ; 1    ; 14498   ; cheio
9557764  ; 1    ; 14493   ; cheio
9561931  ; 1    ; 14502   ; cheio
9562459  ; 1    ; 14496   ; cheio
9564834  ; 1    ; 14501   ; cheio
9565486  ; 0    ; 14492   ; saiu
9574086  ; 1    ; 14499   ; entrou
9574642  ; 1    ; 14535   ; cheio
9574922  ; 1    ; 14571   ; cheio
9575539  ; 1    ; 14589   ; cheio
9576106  ; 0    ; 14499   ; saiu
9579927  ; 1    ; 14575   ; entrou
9580541  ; 1    ; 14586   ; cheio
9582208  ; 0    ; 14575   ; saiu
9592996  ; 1    ; 14582   ; entrou
9593012  ; 1    ; 14581   ; cheio
9593638  ; 0    ; 14582   ; saiu
9606288  ; 1    ; 14600   ; entrou
9606974  ; 1    ; 14605   ; cheio
9607700  ; 1    ; 14604   ; cheio
9608342  ; 1    ; 14603   ; cheio
9614390  ; 1    ; 14601   ; cheio
9614421  ; 1    ; 14606   ; cheio
9614834  ; 0    ; 14600   ; saiu
9616537  ; 1    ; 14609   ; entrou
9617025  ; 0    ; 14609   ; saiu
9618400  ; 1    ; 14625   ; entrou
9620402  ; 0    ; 14625   ; saiu
9621303  ; 1    ; 14622   ; entrou
9623426  ; 0    ; 14622   ; saiu
9616596  ; 1    ; 14613   ; entrou
9626536  ; 1    ; 14626   ; cheio
9627443  ; 1    ; 14623   ; cheio
9628081  ; 0    ; 14613   ; saiu
9628792  ; 1    ; 14627   ; entrou
9630577  ; 1    ; 14631   ; entrou
9630711  ; 1    ; 14632   ; cheio
9630808  ; 1    ; 14621   ; cheio
9630585  ; 1    ; 14627   ; saiu
9631082  ; 0    ; 14631   ; saiu
9633882  ; 1    ; 14633   ; entrou
9634028  ; 1    ; 14635   ; cheio
9634880  ; 0    ; 14633   ; saiu
9639783  ; 1    ; 14637   ; entrou
9641081  ; 1    ; 14638   ; cheio
9642478  ; 0    ; 14637   ; saiu
9644995  ; 1    ; 14639   ; entrou
9646545  ; 0    ; 14639   ; saiu
9665984  ; 1    ; 14630   ; entrou
9667057  ; 0    ; 14630   ; saiu
9667982  ; 1    ; 14636   ; entrou
9670353  ; 1    ; 14634   ; entrou
9670369  ; 1    ; 14636   ; saiu
9671023  ; 0    ; 14634   ; saiu
9671531  ; 1    ; 14661   ; entrou
9671956  ; 1    ; 14629   ; entrou
9672074  ; 1    ; 14661   ; saiu
9672233  ; 0    ; 14629   ; saiu
9674158  ; 1    ; 14642   ; entrou
9674981  ; 1    ; 14628   ; cheio
9674952  ; 1    ; 14643   ; cheio
9676232  ; 0    ; 14642   ; saiu
9705310  ; 1    ; 14663   ; entrou
9706738  ; 0    ; 14663   ; saiu
9707146  ; 1    ; 14664   ; entrou
9707634  ; 0    ; 14664   ; saiu
9710011  ; 1    ; 14667   ; entrou
9707899  ; 1    ; 14665   ; entrou
9711513  ; 1    ; 14667   ; saiu
9714010  ; 0    ; 14665   ; saiu
9715937  ; 1    ; 14688   ; entrou
9710859  ; 1    ; 14668   ; cheio
9728614  ; 0    ; 14688   ; saiu
9733882  ; 1    ; 14689   ; entrou
9736345  ; 0    ; 14689   ; saiu
9741501  ; 1    ; 14666   ; entrou
9743352  ; 1    ; 14673   ; cheio
9743539  ; 1    ; 14641   ; cheio
9746820  ; 0    ; 14666   ; saiu
9765263  ; 1    ; 14709   ; entrou
9768165  ; 0    ; 14709   ; saiu
9768176  ; 1    ; 14707   ; entrou
9768840  ; 0    ; 14707   ; saiu
9768783  ; 1    ; 14710   ; entrou
9769271  ; 1    ; 14672   ; entrou
9769389  ; 1    ; 14710   ; saiu
9769539  ; 0    ; 14672   ; saiu
9770780  ; 1    ; 14711   ; entrou
9772398  ; 0    ; 14711   ; saiu
9773068  ; 1    ; 14692   ; entrou
9774828  ; 0    ; 14692   ; saiu
9778042  ; 1    ; 14691   ; entrou
9781909  ; 1    ; 14698   ; cheio
9782836  ; 0    ; 14691   ; saiu
9787576  ; 1    ; 14696   ; entrou
9789123  ; 1    ; 14701   ; entrou
9789341  ; 1    ; 14717   ; cheio
9789902  ; 1    ; 14718   ; cheio
9790698  ; 0    ; 14701   ; saiu
9788202  ; 0    ; 14696   ; saiu
9793000  ; 1    ; 14700   ; entrou
9793490  ; 1    ; 14714   ; cheio
9793949  ; 0    ; 14700   ; saiu
9799671  ; 1    ; 14726   ; entrou
9800382  ; 0    ; 14726   ; saiu
9802023  ; 1    ; 14727   ; entrou
9802677  ; 0    ; 14727   ; saiu
9804528  ; 1    ; 14694   ; entrou
9805344  ; 1    ; 14721   ; cheio
9805363  ; 1    ; 14725   ; cheio
9805701  ; 0    ; 14694   ; saiu
9806371  ; 1    ; 14731   ; entrou
9806538  ; 0    ; 14731   ; saiu
9808195  ; 1    ; 14734   ; entrou
9808723  ; 0    ; 14734   ; saiu
9809370  ; 1    ; 14736   ; entrou
9809379  ; 1    ; 14735   ; cheio
9810581  ; 1    ; 14737   ; entrou
9810672  ; 1    ; 14736   ; saiu
9812041  ; 0    ; 14737   ; saiu
9813444  ; 1    ; 14739   ; entrou
9814179  ; 0    ; 14739   ; saiu
9817356  ; 1    ; 14743   ; entrou
9818070  ; 0    ; 14743   ; saiu
9822421  ; 1    ; 14745   ; entrou
9822424  ; 1    ; 14747   ; cheio
9822775  ; 1    ; 14741   ; cheio
9823334  ; 0    ; 14745   ; saiu
9824587  ; 1    ; 14746   ; entrou
9825261  ; 1    ; 14752   ; cheio
9827328  ; 0    ; 14746   ; saiu
9827785  ; 1    ; 14744   ; entrou
9828962  ; 0    ; 14744   ; saiu
9829219  ; 1    ; 14757   ; entrou
9830705  ; 0    ; 14757   ; saiu
9830710  ; 1    ; 14755   ; entrou
9836854  ; 0    ; 14755   ; saiu
9837946  ; 1    ; 14760   ; entrou
9838098  ; 1    ; 14761   ; cheio
9838208  ; 0    ; 14760   ; saiu
9853747  ; 1    ; 14767   ; entrou
9853983  ; 0    ; 14767   ; saiu
9854464  ; 1    ; 14766   ; entrou
9854464  ; 1    ; 14765   ; cheio
9858093  ; 0    ; 14766   ; saiu
9858917  ; 1    ; 14784   ; entrou
9859433  ; 0    ; 14784   ; saiu
9862653  ; 1    ; 14790   ; entrou
9863527  ; 0    ; 14790   ; saiu
9864170  ; 1    ; 14792   ; entrou
9864744  ; 0    ; 14792   ; saiu
9867505  ; 1    ; 14794   ; entrou
9868315  ; 0    ; 14794   ; saiu
9869580  ; 1    ; 14796   ; entrou
9869750  ; 0    ; 14796   ; saiu
9898349  ; 1    ; 14802   ; entrou
9899715  ; 0    ; 14802   ; saiu
9899888  ; 1    ; 14801   ; entrou
9900990  ; 0    ; 14801   ; saiu
9911988  ; 1    ; 14831   ; entrou
9911991  ; 1    ; 14834   ; cheio
9914414  ; 0    ; 14831   ; saiu
9920919  ; 1    ; 14841   ; entrou
9922950  ; 1    ; 14843   ; cheio
9924819  ; 0    ; 14841   ; saiu
9930273  ; 1    ; 14850   ; entrou
9931464  ; 0    ; 14850   ; saiu
9931468  ; 1    ; 14851   ; entrou
9931799  ; 0    ; 14851   ; saiu
10020989 ; 1    ; 14909   ; entrou
10023225 ; 0    ; 14909   ; saiu
10038539 ; 1    ; 14915   ; entrou
10040989 ; 0    ; 14915   ; saiu
10051238 ; 1    ; 14922   ; entrou
10052542 ; 0    ; 14922   ; saiu
10142544 ; 1    ; 14930   ; entrou
10143407 ; 1    ; 14948   ; cheio
10145572 ; 0    ; 14930   ; saiu
10150215 ; 1    ; 14975   ; entrou
10152142 ; 0    ; 14975   ; saiu
10163832 ; 1    ; 14979   ; entrou
10165586 ; 1    ; 14976   ; entrou
10166334 ; 1    ; 14979   ; saiu
10169815 ; 0    ; 14976   ; saiu
10171793 ; 1    ; 14981   ; entrou
10181738 ; 0    ; 14981   ; saiu
10238543 ; 1    ; 15011   ; entrou
10241809 ; 0    ; 15011   ; saiu
10248401 ; 1    ; 15014   ; entrou
10249406 ; 0    ; 15014   ; saiu
10293639 ; 1    ; 14992   ; entrou
10293952 ; 1    ; 14984   ; cheio
10295466 ; 0    ; 14992   ; saiu
10297443 ; 1    ; 15017   ; entrou
10302261 ; 0    ; 15017   ; saiu
10315892 ; 1    ; 15039   ; entrou
10319072 ; 0    ; 15039   ; saiu
10327776 ; 1    ; 15042   ; entrou
10329807 ; 0    ; 15042   ; saiu
10339752 ; 1    ; 15040   ; entrou
10340708 ; 0    ; 15040   ; saiu
10339732 ; 1    ; 15043   ; cheio
10342914 ; 1    ; 15060   ; entrou
10343914 ; 0    ; 15060   ; saiu
10347767 ; 1    ; 15069   ; entrou
10348954 ; 0    ; 15069   ; saiu
10352864 ; 1    ; 15070   ; entrou
10354706 ; 1    ; 15071   ; entrou
10353777 ; 1    ; 15070   ; saiu
10357799 ; 1    ; 15064   ; cheio
10358428 ; 0    ; 15071   ; saiu
10361375 ; 1    ; 15078   ; entrou
10365396 ; 0    ; 15078   ; saiu
10370563 ; 1    ; 15079   ; entrou
10371962 ; 0    ; 15079   ; saiu
10375421 ; 1    ; 15080   ; entrou
10377125 ; 0    ; 15080   ; saiu
10379300 ; 1    ; 15083   ; entrou
10381437 ; 0    ; 15083   ; saiu
