t(ticks) ; nlug ; id_viat ; observ
7760845  ; 1    ; 13272   ; entrou
7761058  ; 1    ; 13273   ; cheio
7761558  ; 0    ; 13272   ; saiu
7762275  ; 1    ; 13274   ; entrou
7762713  ; 0    ; 13274   ; saiu
7762969  ; 1    ; 13276   ; entrou
7763506  ; 1    ; 13277   ; entrou
7763634  ; 1    ; 13276   ; saiu
7763884  ; 0    ; 13277   ; saiu
7769404  ; 1    ; 13275   ; entrou
7770769  ; 1    ; 13269   ; cheio
7772052  ; 1    ; 13282   ; cheio
7772343  ; 1    ; 13279   ; cheio
7772617  ; 1    ; 13283   ; cheio
7773105  ; 0    ; 13275   ; saiu
7772049  ; 1    ; 13278   ; entrou
7774374  ; 1    ; 13286   ; entrou
7775168  ; 1    ; 13278   ; saiu
7775361  ; 0    ; 13286   ; saiu
7776121  ; 1    ; 13287   ; entrou
7776659  ; 1    ; 13280   ; cheio
7777406  ; 0    ; 13287   ; saiu
7781719  ; 1    ; 13294   ; entrou
7781955  ; 1    ; 13289   ; cheio
7782390  ; 0    ; 13294   ; saiu
7782884  ; 1    ; 13291   ; entrou
7783081  ; 0    ; 13291   ; saiu
7783359  ; 1    ; 13295   ; entrou
7783713  ; 0    ; 13295   ; saiu
7783836  ; 1    ; 13293   ; entrou
7783966  ; 0    ; 13293   ; saiu
7784446  ; 1    ; 13297   ; entrou
7785212  ; 0    ; 13297   ; saiu
7787006  ; 1    ; 13296   ; entrou
7787178  ; 1    ; 13298   ; cheio
7787601  ; 0    ; 13296   ; saiu
7788860  ; 1    ; 13299   ; entrou
7791250  ; 0    ; 13299   ; saiu
7792677  ; 1    ; 13305   ; entrou
7792874  ; 0    ; 13305   ; saiu
7797321  ; 1    ; 13307   ; entrou
7798623  ; 0    ; 13307   ; saiu
7800136  ; 1    ; 13310   ; entrou
7800446  ; 1    ; 13312   ; cheio
7800754  ; 1    ; 13308   ; entrou
7800931  ; 1    ; 13310   ; saiu
7801275  ; 0    ; 13308   ; saiu
7801614  ; 1    ; 13309   ; entrou
7801900  ; 1    ; 13313   ; cheio
7802275  ; 0    ; 13309   ; saiu
7867151  ; 1    ; 13311   ; entrou
7869564  ; 0    ; 13311   ; saiu
7869752  ; 1    ; 13288   ; entrou
7869954  ; 1    ; 13302   ; cheio
7870246  ; 1    ; 13300   ; cheio
7870483  ; 1    ; 13290   ; entrou
7870589  ; 1    ; 13288   ; saiu
7872884  ; 1    ; 13306   ; cheio
7878201  ; 1    ; 13318   ; entrou
7878214  ; 1    ; 13290   ; saiu
7878193  ; 1    ; 13330   ; cheio
7878424  ; 0    ; 13318   ; saiu
7878336  ; 1    ; 13320   ; entrou
7878853  ; 1    ; 13324   ; cheio
7879174  ; 1    ; 13351   ; entrou
7879472  ; 0    ; 13351   ; saiu
7879222  ; 0    ; 13320   ; saiu
7880448  ; 1    ; 13323   ; entrou
7880910  ; 0    ; 13323   ; saiu
7881560  ; 1    ; 13329   ; entrou
7878881  ; 1    ; 13316   ; cheio
7881915  ; 0    ; 13329   ; saiu
7881562  ; 1    ; 13326   ; cheio
7883783  ; 1    ; 13328   ; entrou
7884230  ; 0    ; 13328   ; saiu
7885222  ; 1    ; 13381   ; entrou
7885257  ; 1    ; 13315   ; cheio
7885539  ; 1    ; 13321   ; cheio
7885881  ; 0    ; 13381   ; saiu
7886998  ; 1    ; 13378   ; entrou
7887160  ; 1    ; 13382   ; cheio
7887481  ; 1    ; 13314   ; cheio
7887934  ; 1    ; 13327   ; cheio
7888985  ; 0    ; 13378   ; saiu
7891935  ; 1    ; 13387   ; entrou
7892595  ; 1    ; 13322   ; cheio
7892637  ; 1    ; 13325   ; cheio
7892781  ; 1    ; 13383   ; cheio
7892960  ; 1    ; 13331   ; cheio
7893095  ; 0    ; 13387   ; saiu
7893218  ; 1    ; 13386   ; entrou
7893348  ; 1    ; 13319   ; cheio
7893485  ; 1    ; 13303   ; cheio
7893812  ; 1    ; 13391   ; cheio
7892637  ; 1    ; 13317   ; cheio
7893812  ; 1    ; 13388   ; cheio
7895422  ; 1    ; 13394   ; cheio
7895491  ; 1    ; 13379   ; cheio
7896794  ; 1    ; 13392   ; cheio
7897365  ; 1    ; 13385   ; cheio
7899118  ; 0    ; 13386   ; saiu
7900166  ; 1    ; 13332   ; entrou
7900730  ; 0    ; 13332   ; saiu
7902719  ; 1    ; 13397   ; entrou
7902956  ; 1    ; 13398   ; cheio
7903629  ; 0    ; 13397   ; saiu
7903631  ; 1    ; 13380   ; entrou
7904793  ; 0    ; 13380   ; saiu
7907110  ; 1    ; 13400   ; entrou
7910026  ; 1    ; 13384   ; entrou
7910871  ; 1    ; 13400   ; saiu
7912562  ; 0    ; 13384   ; saiu
7913307  ; 1    ; 13402   ; entrou
7913862  ; 1    ; 13395   ; cheio
7915060  ; 0    ; 13402   ; saiu
7915716  ; 1    ; 13405   ; entrou
7916526  ; 0    ; 13405   ; saiu
7918294  ; 1    ; 13404   ; entrou
7919013  ; 0    ; 13404   ; saiu
7920397  ; 1    ; 13408   ; entrou
7921023  ; 0    ; 13408   ; saiu
7921677  ; 1    ; 13407   ; entrou
7922229  ; 0    ; 13407   ; saiu
7922435  ; 1    ; 13411   ; entrou
7922770  ; 0    ; 13411   ; saiu
7922987  ; 1    ; 13412   ; entrou
7923584  ; 1    ; 13413   ; cheio
7924327  ; 0    ; 13412   ; saiu
7927145  ; 1    ; 13416   ; entrou
7927543  ; 1    ; 13414   ; cheio
7928555  ; 0    ; 13416   ; saiu
7927925  ; 1    ; 13418   ; entrou
7931000  ; 0    ; 13418   ; saiu
7933314  ; 1    ; 13420   ; entrou
7933823  ; 0    ; 13420   ; saiu
7933896  ; 1    ; 13424   ; entrou
7935102  ; 0    ; 13424   ; saiu
7936708  ; 1    ; 13421   ; entrou
7936704  ; 1    ; 13419   ; cheio
7937017  ; 0    ; 13421   ; saiu
7937951  ; 1    ; 13425   ; entrou
7939681  ; 0    ; 13425   ; saiu
7941536  ; 1    ; 13410   ; entrou
7941955  ; 1    ; 13399   ; cheio
7942615  ; 1    ; 13426   ; cheio
7942879  ; 1    ; 13427   ; cheio
7943219  ; 0    ; 13410   ; saiu
7943373  ; 1    ; 13401   ; entrou
7943566  ; 1    ; 13430   ; cheio
7944456  ; 1    ; 13432   ; cheio
7947284  ; 1    ; 13429   ; entrou
7947152  ; 1    ; 13428   ; cheio
7947139  ; 1    ; 13401   ; saiu
7949139  ; 0    ; 13429   ; saiu
7954533  ; 1    ; 13423   ; entrou
7955536  ; 0    ; 13423   ; saiu
7957730  ; 1    ; 13434   ; entrou
7959526  ; 0    ; 13434   ; saiu
7962790  ; 1    ; 13445   ; entrou
7964724  ; 0    ; 13445   ; saiu
7971536  ; 1    ; 13435   ; entrou
7971643  ; 1    ; 13433   ; cheio
7971641  ; 1    ; 13431   ; cheio
7971929  ; 1    ; 13436   ; cheio
7972213  ; 0    ; 13435   ; saiu
7976166  ; 1    ; 13443   ; entrou
7976490  ; 0    ; 13443   ; saiu
7981285  ; 1    ; 13439   ; entrou
7982294  ; 0    ; 13439   ; saiu
7986827  ; 1    ; 13441   ; entrou
7988312  ; 0    ; 13441   ; saiu
7988668  ; 1    ; 13448   ; entrou
7989178  ; 1    ; 13447   ; cheio
7990802  ; 0    ; 13448   ; saiu
7995443  ; 1    ; 13442   ; entrou
7996307  ; 1    ; 13451   ; cheio
7998141  ; 0    ; 13442   ; saiu
8001238  ; 1    ; 13454   ; entrou
8002257  ; 0    ; 13454   ; saiu
8002996  ; 1    ; 13452   ; entrou
8004089  ; 1    ; 13437   ; cheio
8004121  ; 1    ; 13457   ; cheio
8004420  ; 1    ; 13468   ; cheio
8004703  ; 0    ; 13452   ; saiu
8005279  ; 1    ; 13460   ; entrou
8005692  ; 1    ; 13456   ; entrou
8005870  ; 1    ; 13460   ; saiu
8006158  ; 0    ; 13456   ; saiu
8006721  ; 1    ; 13458   ; entrou
8007161  ; 1    ; 13459   ; cheio
8007218  ; 1    ; 13453   ; cheio
8007900  ; 1    ; 13469   ; cheio
8008282  ; 1    ; 13446   ; cheio
8008237  ; 1    ; 13450   ; cheio
8008641  ; 1    ; 13462   ; cheio
8009052  ; 1    ; 13475   ; cheio
8010592  ; 0    ; 13458   ; saiu
8010071  ; 1    ; 13473   ; entrou
8012964  ; 0    ; 13473   ; saiu
8014473  ; 1    ; 13470   ; entrou
8016438  ; 0    ; 13470   ; saiu
8020204  ; 1    ; 13471   ; entrou
8022424  ; 0    ; 13471   ; saiu
8022725  ; 1    ; 13474   ; entrou
8023451  ; 1    ; 13472   ; entrou
8023565  ; 1    ; 13474   ; saiu
8024562  ; 1    ; 13463   ; cheio
8026242  ; 0    ; 13472   ; saiu
8022731  ; 1    ; 13476   ; entrou
8034102  ; 0    ; 13476   ; saiu
8035089  ; 1    ; 13478   ; entrou
8035800  ; 0    ; 13478   ; saiu
8050450  ; 1    ; 13480   ; entrou
8050693  ; 1    ; 13461   ; cheio
8051011  ; 0    ; 13480   ; saiu
8051531  ; 1    ; 13465   ; entrou
8051758  ; 1    ; 13482   ; cheio
8051916  ; 1    ; 13477   ; entrou
8052003  ; 1    ; 13465   ; saiu
8052154  ; 1    ; 13479   ; entrou
8052190  ; 1    ; 13477   ; saiu
8052320  ; 0    ; 13479   ; saiu
8051653  ; 1    ; 13492   ; entrou
8053773  ; 1    ; 13481   ; cheio
8054135  ; 0    ; 13492   ; saiu
8054511  ; 1    ; 13484   ; entrou
8054901  ; 0    ; 13484   ; saiu
8056990  ; 1    ; 13488   ; entrou
8057017  ; 1    ; 13486   ; cheio
8057972  ; 0    ; 13488   ; saiu
8058060  ; 1    ; 13483   ; entrou
8060289  ; 0    ; 13483   ; saiu
8061066  ; 1    ; 13466   ; entrou
8061633  ; 0    ; 13466   ; saiu
8063042  ; 1    ; 13489   ; entrou
8063393  ; 1    ; 13490   ; cheio
8064775  ; 1    ; 13494   ; entrou
8065519  ; 0    ; 13494   ; saiu
8067700  ; 1    ; 13502   ; entrou
8065042  ; 0    ; 13489   ; saiu
8064522  ; 1    ; 13495   ; entrou
8068501  ; 1    ; 13502   ; saiu
8070809  ; 0    ; 13495   ; saiu
8070986  ; 1    ; 13491   ; entrou
8074328  ; 1    ; 13501   ; cheio
8076827  ; 0    ; 13491   ; saiu
8077077  ; 1    ; 13524   ; entrou
8075878  ; 1    ; 13500   ; cheio
8076887  ; 1    ; 13497   ; cheio
8078388  ; 0    ; 13524   ; saiu
8078752  ; 1    ; 13506   ; entrou
8079201  ; 0    ; 13506   ; saiu
8079480  ; 1    ; 13508   ; entrou
8079862  ; 0    ; 13508   ; saiu
8080327  ; 1    ; 13510   ; entrou
8080686  ; 0    ; 13510   ; saiu
8085542  ; 1    ; 13505   ; entrou
8085551  ; 1    ; 13507   ; cheio
8085742  ; 1    ; 13509   ; cheio
8087567  ; 0    ; 13505   ; saiu
8087528  ; 1    ; 13498   ; entrou
8087915  ; 0    ; 13498   ; saiu
8089304  ; 1    ; 13493   ; entrou
8089974  ; 0    ; 13493   ; saiu
8090231  ; 1    ; 13531   ; entrou
8090653  ; 0    ; 13531   ; saiu
8092549  ; 1    ; 13526   ; entrou
8092895  ; 0    ; 13526   ; saiu
8099784  ; 1    ; 13521   ; entrou
8099815  ; 1    ; 13520   ; cheio
8100417  ; 1    ; 13503   ; cheio
8100889  ; 1    ; 13518   ; cheio
8101007  ; 1    ; 13522   ; cheio
8101292  ; 1    ; 13527   ; cheio
8102794  ; 1    ; 13523   ; cheio
8103681  ; 1    ; 13519   ; cheio
8105719  ; 0    ; 13521   ; saiu
8099155  ; 1    ; 13557   ; entrou
8109377  ; 0    ; 13557   ; saiu
8117115  ; 1    ; 13516   ; entrou
8117264  ; 1    ; 13511   ; cheio
8118246  ; 1    ; 13504   ; cheio
8118736  ; 1    ; 13553   ; cheio
8118945  ; 1    ; 13512   ; cheio
8120482  ; 1    ; 13576   ; entrou
8120903  ; 1    ; 13516   ; saiu
8121229  ; 1    ; 13532   ; cheio
8122204  ; 1    ; 13534   ; cheio
8122921  ; 1    ; 13544   ; cheio
8125872  ; 1    ; 13517   ; cheio
8127895  ; 1    ; 13514   ; cheio
8129453  ; 1    ; 13530   ; cheio
8132524  ; 1    ; 13561   ; cheio
8133217  ; 1    ; 13545   ; cheio
8137940  ; 1    ; 13533   ; cheio
8138634  ; 0    ; 13576   ; saiu
8139615  ; 1    ; 13515   ; entrou
8143246  ; 0    ; 13515   ; saiu
8151331  ; 1    ; 13513   ; entrou
8153385  ; 1    ; 13578   ; cheio
8155061  ; 0    ; 13513   ; saiu
8155537  ; 1    ; 13587   ; entrou
8155979  ; 1    ; 13593   ; cheio
8155981  ; 1    ; 13589   ; cheio
8155980  ; 1    ; 13603   ; cheio
8157671  ; 0    ; 13587   ; saiu
8157670  ; 1    ; 13596   ; entrou
8158649  ; 0    ; 13596   ; saiu
8159700  ; 1    ; 13602   ; entrou
8160750  ; 0    ; 13602   ; saiu
8160244  ; 1    ; 13598   ; entrou
8162595  ; 0    ; 13598   ; saiu
8168657  ; 1    ; 13600   ; entrou
8169284  ; 1    ; 13588   ; cheio
8169440  ; 1    ; 13607   ; cheio
8172524  ; 0    ; 13600   ; saiu
8175691  ; 1    ; 13618   ; entrou
8176775  ; 0    ; 13618   ; saiu
8178167  ; 1    ; 13608   ; entrou
8180396  ; 1    ; 13610   ; entrou
8180845  ; 1    ; 13608   ; saiu
8184498  ; 0    ; 13610   ; saiu
8185140  ; 1    ; 13579   ; cheio
8185837  ; 1    ; 13581   ; cheio
8186505  ; 1    ; 13583   ; cheio
8187203  ; 1    ; 13586   ; cheio
8188752  ; 1    ; 13594   ; cheio
8184465  ; 1    ; 13580   ; entrou
8189381  ; 1    ; 13595   ; cheio
8191706  ; 0    ; 13580   ; saiu
8195979  ; 1    ; 13605   ; entrou
8197464  ; 1    ; 13615   ; cheio
8199262  ; 0    ; 13605   ; saiu
8200310  ; 1    ; 13617   ; entrou
8200286  ; 1    ; 13630   ; cheio
8202222  ; 0    ; 13617   ; saiu
8210107  ; 1    ; 13620   ; entrou
8211067  ; 1    ; 13591   ; cheio
8211528  ; 1    ; 13619   ; entrou
8211842  ; 1    ; 13620   ; saiu
8212895  ; 1    ; 13628   ; cheio
8213358  ; 1    ; 13629   ; entrou
8213502  ; 1    ; 13619   ; saiu
8215658  ; 0    ; 13629   ; saiu
8215757  ; 1    ; 13635   ; entrou
8217074  ; 0    ; 13635   ; saiu
8217204  ; 1    ; 13601   ; entrou
8217889  ; 1    ; 13597   ; cheio
8218540  ; 1    ; 13614   ; cheio
8218854  ; 1    ; 13604   ; cheio
8218995  ; 0    ; 13601   ; saiu
8219225  ; 1    ; 13637   ; entrou
8219416  ; 1    ; 13622   ; cheio
8219643  ; 1    ; 13636   ; entrou
8219691  ; 1    ; 13637   ; saiu
8220137  ; 1    ; 13621   ; entrou
8220138  ; 0    ; 13636   ; saiu
8220139  ; 1    ; 13638   ; cheio
8221625  ; 1    ; 13616   ; cheio
8221674  ; 1    ; 13639   ; cheio
8222026  ; 1    ; 13640   ; cheio
8221620  ; 1    ; 13631   ; cheio
8222352  ; 1    ; 13612   ; cheio
8222692  ; 0    ; 13621   ; saiu
8223730  ; 1    ; 13641   ; entrou
8223930  ; 1    ; 13632   ; cheio
8224361  ; 1    ; 13633   ; entrou
8224810  ; 0    ; 13641   ; saiu
8225043  ; 0    ; 13633   ; saiu
8225450  ; 1    ; 13644   ; entrou
8225537  ; 1    ; 13627   ; cheio
8224178  ; 1    ; 13626   ; cheio
8227209  ; 1    ; 13643   ; cheio
8227210  ; 1    ; 13634   ; cheio
8227441  ; 1    ; 13624   ; cheio
8227882  ; 1    ; 13645   ; cheio
8228518  ; 0    ; 13644   ; saiu
8230411  ; 1    ; 13625   ; entrou
8231691  ; 1    ; 13642   ; cheio
8232235  ; 0    ; 13625   ; saiu
8234901  ; 1    ; 13649   ; entrou
8235024  ; 1    ; 13646   ; cheio
8236129  ; 0    ; 13649   ; saiu
8236139  ; 1    ; 13648   ; entrou
8236549  ; 0    ; 13648   ; saiu
8237458  ; 1    ; 13650   ; entrou
8239488  ; 0    ; 13650   ; saiu
8242439  ; 1    ; 13653   ; entrou
8243264  ; 0    ; 13653   ; saiu
8248641  ; 1    ; 13652   ; entrou
8249483  ; 0    ; 13652   ; saiu
8253043  ; 1    ; 13655   ; entrou
8254650  ; 1    ; 13657   ; cheio
8256282  ; 1    ; 13661   ; entrou
8256768  ; 1    ; 13655   ; saiu
8257783  ; 0    ; 13661   ; saiu
8262994  ; 1    ; 13647   ; entrou
8264454  ; 0    ; 13647   ; saiu
8264957  ; 1    ; 13663   ; entrou
8265009  ; 1    ; 13660   ; cheio
8265009  ; 1    ; 13662   ; entrou
8265992  ; 1    ; 13663   ; saiu
8266021  ; 1    ; 13658   ; cheio
8266262  ; 1    ; 13664   ; cheio
8266621  ; 0    ; 13662   ; saiu
8270730  ; 1    ; 13666   ; entrou
8273167  ; 0    ; 13666   ; saiu
8274888  ; 1    ; 13668   ; entrou
8275105  ; 1    ; 13667   ; cheio
8275628  ; 1    ; 13669   ; cheio
8276843  ; 0    ; 13668   ; saiu
8280095  ; 1    ; 13670   ; entrou
8280159  ; 1    ; 13673   ; cheio
8280769  ; 1    ; 13671   ; cheio
8281438  ; 1    ; 13675   ; cheio
8282678  ; 1    ; 13674   ; entrou
8282813  ; 0    ; 13670   ; saiu
8283491  ; 0    ; 13674   ; saiu
8285472  ; 1    ; 13672   ; entrou
8285645  ; 1    ; 13676   ; cheio
8285585  ; 1    ; 13679   ; cheio
8286424  ; 0    ; 13672   ; saiu
8286590  ; 1    ; 13678   ; entrou
8286764  ; 0    ; 13678   ; saiu
8288315  ; 1    ; 13677   ; entrou
8288340  ; 1    ; 13682   ; cheio
8288321  ; 1    ; 13683   ; cheio
8288738  ; 0    ; 13677   ; saiu
8291685  ; 1    ; 13680   ; entrou
8292902  ; 0    ; 13680   ; saiu
8303449  ; 1    ; 13651   ; entrou
8304314  ; 0    ; 13651   ; saiu
8307759  ; 1    ; 13684   ; entrou
8308481  ; 0    ; 13684   ; saiu
8305560  ; 1    ; 13681   ; entrou
8312927  ; 1    ; 13685   ; cheio
8314057  ; 0    ; 13681   ; saiu
8316292  ; 1    ; 13687   ; entrou
8320704  ; 1    ; 13689   ; cheio
8322116  ; 1    ; 13686   ; cheio
8326253  ; 1    ; 13694   ; cheio
8326980  ; 0    ; 13687   ; saiu
8327147  ; 1    ; 13695   ; entrou
8327569  ; 0    ; 13695   ; saiu
8328549  ; 1    ; 13705   ; entrou
8329159  ; 0    ; 13705   ; saiu
8326609  ; 1    ; 13693   ; entrou
8331214  ; 1    ; 13712   ; cheio
8331269  ; 1    ; 13696   ; cheio
8331610  ; 0    ; 13693   ; saiu
8332134  ; 1    ; 13697   ; entrou
8332788  ; 1    ; 13700   ; cheio
8333323  ; 1    ; 13701   ; cheio
8334881  ; 1    ; 13698   ; cheio
8335865  ; 1    ; 13707   ; cheio
8336180  ; 1    ; 13718   ; cheio
8336893  ; 1    ; 13716   ; entrou
8337180  ; 1    ; 13697   ; saiu
8337517  ; 1    ; 13714   ; cheio
8337997  ; 1    ; 13719   ; cheio
8340520  ; 0    ; 13716   ; saiu
8346087  ; 1    ; 13720   ; entrou
8348716  ; 0    ; 13720   ; saiu
8350994  ; 1    ; 13724   ; entrou
8351869  ; 0    ; 13724   ; saiu
8353858  ; 1    ; 13725   ; entrou
8356065  ; 1    ; 13723   ; entrou
8356032  ; 1    ; 13725   ; saiu
8360203  ; 0    ; 13723   ; saiu
8362007  ; 1    ; 13729   ; entrou
8364243  ; 0    ; 13729   ; saiu
8367933  ; 1    ; 13733   ; entrou
8369706  ; 0    ; 13733   ; saiu
8369707  ; 1    ; 13731   ; entrou
8369313  ; 1    ; 13735   ; cheio
8370480  ; 0    ; 13731   ; saiu
8374104  ; 1    ; 13738   ; entrou
8375054  ; 1    ; 13740   ; cheio
8375081  ; 1    ; 13739   ; cheio
8376881  ; 0    ; 13738   ; saiu
8379959  ; 1    ; 13722   ; entrou
8380884  ; 1    ; 13721   ; cheio
8380949  ; 1    ; 13727   ; cheio
8382275  ; 1    ; 13728   ; cheio
8382955  ; 0    ; 13722   ; saiu
8384550  ; 1    ; 13730   ; entrou
8384744  ; 1    ; 13748   ; cheio
8385281  ; 0    ; 13730   ; saiu
8385455  ; 1    ; 13749   ; entrou
8385500  ; 0    ; 13749   ; saiu
8386024  ; 1    ; 13743   ; entrou
8387011  ; 0    ; 13743   ; saiu
8388002  ; 1    ; 13750   ; entrou
8389192  ; 1    ; 13754   ; cheio
8389276  ; 0    ; 13750   ; saiu
8389460  ; 1    ; 13751   ; entrou
8390113  ; 1    ; 13752   ; cheio
8392835  ; 0    ; 13751   ; saiu
8392832  ; 1    ; 13760   ; entrou
8394622  ; 0    ; 13760   ; saiu
8397142  ; 1    ; 13756   ; entrou
8399566  ; 0    ; 13756   ; saiu
8404427  ; 1    ; 13762   ; entrou
8406781  ; 0    ; 13762   ; saiu
8415035  ; 1    ; 13771   ; entrou
8417504  ; 0    ; 13771   ; saiu
8438381  ; 1    ; 13781   ; entrou
8440670  ; 0    ; 13781   ; saiu
8445962  ; 1    ; 13763   ; entrou
8448147  ; 0    ; 13763   ; saiu
8448828  ; 1    ; 13764   ; entrou
8451230  ; 0    ; 13764   ; saiu
8450525  ; 1    ; 13773   ; entrou
8451930  ; 1    ; 13770   ; cheio
8453550  ; 1    ; 13806   ; entrou
8453783  ; 1    ; 13773   ; saiu
8454268  ; 0    ; 13806   ; saiu
8458979  ; 1    ; 13810   ; entrou
8460006  ; 0    ; 13810   ; saiu
8464504  ; 1    ; 13811   ; entrou
8459028  ; 1    ; 13808   ; cheio
8465569  ; 0    ; 13811   ; saiu
8470830  ; 1    ; 13816   ; entrou
8472949  ; 0    ; 13816   ; saiu
8475122  ; 1    ; 13820   ; entrou
8476393  ; 0    ; 13820   ; saiu
8484159  ; 1    ; 13821   ; entrou
8487792  ; 1    ; 13827   ; cheio
8488179  ; 1    ; 13824   ; cheio
8488826  ; 0    ; 13821   ; saiu
8489945  ; 1    ; 13826   ; entrou
8490934  ; 0    ; 13826   ; saiu
8492793  ; 1    ; 13833   ; entrou
8494220  ; 1    ; 13833   ; saiu
8494249  ; 1    ; 13834   ; entrou
8496789  ; 0    ; 13834   ; saiu
8509786  ; 1    ; 13837   ; entrou
8512743  ; 0    ; 13837   ; saiu
8515996  ; 1    ; 13838   ; entrou
8517950  ; 0    ; 13838   ; saiu
8518681  ; 1    ; 13836   ; entrou
8520630  ; 0    ; 13836   ; saiu
8523520  ; 1    ; 13853   ; entrou
8525749  ; 0    ; 13853   ; saiu
8526523  ; 1    ; 13858   ; entrou
8526680  ; 0    ; 13858   ; saiu
8536275  ; 1    ; 13867   ; entrou
8538292  ; 0    ; 13867   ; saiu
8539640  ; 1    ; 13864   ; entrou
8541126  ; 0    ; 13864   ; saiu
8554671  ; 1    ; 13877   ; entrou
8558234  ; 0    ; 13877   ; saiu
8562997  ; 1    ; 13879   ; entrou
8564075  ; 0    ; 13879   ; saiu
8572098  ; 1    ; 13865   ; entrou
8572731  ; 0    ; 13865   ; saiu
8578447  ; 1    ; 13884   ; entrou
8579108  ; 1    ; 13893   ; cheio
8580814  ; 0    ; 13884   ; saiu
8605075  ; 1    ; 13908   ; entrou
8605647  ; 0    ; 13908   ; saiu
8605768  ; 1    ; 13902   ; entrou
8606228  ; 0    ; 13902   ; saiu
8610593  ; 1    ; 13917   ; entrou
8612745  ; 0    ; 13917   ; saiu
8645429  ; 1    ; 13924   ; entrou
8647436  ; 1    ; 13926   ; cheio
8648200  ; 0    ; 13924   ; saiu
8652792  ; 1    ; 13923   ; entrou
8653927  ; 0    ; 13923   ; saiu
8662947  ; 1    ; 13955   ; entrou
8665097  ; 0    ; 13955   ; saiu
8684079  ; 1    ; 13969   ; entrou
8685501  ; 0    ; 13969   ; saiu
8696488  ; 1    ; 13952   ; entrou
8698660  ; 0    ; 13952   ; saiu
8704573  ; 1    ; 13980   ; entrou
8706772  ; 0    ; 13980   ; saiu
8723201  ; 1    ; 13981   ; entrou
8724461  ; 1    ; 13953   ; cheio
8725647  ; 1    ; 13962   ; cheio
8723106  ; 1    ; 13949   ; cheio
8728420  ; 0    ; 13981   ; saiu
8728424  ; 1    ; 13984   ; entrou
8731875  ; 0    ; 13984   ; saiu
8734037  ; 1    ; 13988   ; entrou
8738935  ; 1    ; 13997   ; cheio
8738326  ; 1    ; 13998   ; cheio
8740743  ; 1    ; 14004   ; entrou
8742334  ; 1    ; 13995   ; cheio
8740084  ; 1    ; 13988   ; saiu
8744195  ; 0    ; 14004   ; saiu
8749565  ; 1    ; 14005   ; entrou
8750526  ; 0    ; 14005   ; saiu
8751837  ; 1    ; 14010   ; entrou
8752639  ; 0    ; 14010   ; saiu
8755960  ; 1    ; 14012   ; entrou
8756612  ; 1    ; 14014   ; entrou
8756617  ; 0    ; 14012   ; saiu
8757214  ; 0    ; 14014   ; saiu
8758187  ; 1    ; 14013   ; entrou
8759674  ; 0    ; 14013   ; saiu
8760725  ; 1    ; 14017   ; entrou
8761499  ; 1    ; 14015   ; cheio
8762331  ; 1    ; 14019   ; cheio
8763059  ; 0    ; 14017   ; saiu
8766528  ; 1    ; 14016   ; entrou
8762279  ; 1    ; 14018   ; cheio
8767889  ; 1    ; 14023   ; cheio
8769388  ; 1    ; 14024   ; entrou
8771844  ; 0    ; 14024   ; saiu
8769645  ; 0    ; 14016   ; saiu
8779872  ; 1    ; 14020   ; entrou
8782014  ; 1    ; 14026   ; cheio
8783595  ; 1    ; 14030   ; cheio
8785999  ; 1    ; 14031   ; cheio
8791733  ; 1    ; 14037   ; cheio
8793299  ; 0    ; 14020   ; saiu
8793815  ; 1    ; 14029   ; entrou
8794435  ; 0    ; 14029   ; saiu
8796421  ; 1    ; 14039   ; entrou
8797327  ; 1    ; 14040   ; entrou
8797379  ; 1    ; 14039   ; saiu
8797837  ; 0    ; 14040   ; saiu
8800518  ; 1    ; 14041   ; entrou
8800841  ; 0    ; 14041   ; saiu
8802287  ; 1    ; 14042   ; entrou
8802956  ; 1    ; 14045   ; cheio
8802937  ; 1    ; 14046   ; cheio
8804546  ; 1    ; 14043   ; cheio
8807290  ; 0    ; 14042   ; saiu
8808322  ; 1    ; 14047   ; entrou
8809121  ; 0    ; 14047   ; saiu
8811586  ; 1    ; 14055   ; entrou
8812517  ; 0    ; 14055   ; saiu
8814140  ; 1    ; 14049   ; entrou
8814723  ; 1    ; 14052   ; cheio
8815313  ; 1    ; 14050   ; cheio
8817803  ; 1    ; 14058   ; cheio
8818809  ; 0    ; 14049   ; saiu
8820155  ; 1    ; 14062   ; entrou
8821013  ; 0    ; 14062   ; saiu
8821836  ; 1    ; 14054   ; entrou
8822655  ; 0    ; 14054   ; saiu
8828496  ; 1    ; 14060   ; entrou
8828435  ; 1    ; 14065   ; cheio
8833248  ; 0    ; 14060   ; saiu
8848670  ; 1    ; 14066   ; entrou
8850494  ; 0    ; 14066   ; saiu
8853978  ; 1    ; 14072   ; entrou
8855904  ; 0    ; 14072   ; saiu
8855908  ; 1    ; 14071   ; entrou
8856622  ; 1    ; 14070   ; cheio
8856990  ; 0    ; 14071   ; saiu
8865367  ; 1    ; 14068   ; entrou
8867931  ; 0    ; 14068   ; saiu
8870690  ; 1    ; 14075   ; entrou
8872331  ; 0    ; 14075   ; saiu
8874933  ; 1    ; 14076   ; entrou
8877088  ; 0    ; 14076   ; saiu
8880474  ; 1    ; 14074   ; entrou
8882916  ; 1    ; 14078   ; cheio
8883612  ; 1    ; 14085   ; cheio
8884021  ; 0    ; 14074   ; saiu
8884078  ; 1    ; 14092   ; entrou
